date,title,comments
1987-04-28,A Vingança da Pantera-Cor-de-Rosa,
1987-04-29,Gente Muito Importante,
1987-04-30,O Segredo de uma Promessa,
1987-05-01,Esta Pequena é uma Parada,
1987-05-04,A Guerra Íntima do Major Benson,
1987-05-05,Problemas Suburbanos,
1987-05-06,O Castelo Invencível,
1987-05-07,A Sombra de uma Fraude,
1987-05-08,O Último Inquilino,
1987-05-11,O Amor é Mais Forte,
1987-05-12,Ela ,65
1987-05-13,O Leão Está Solto ,65
1987-05-14,O Agente 711 Pede Socorro,
1987-05-15,Os Defensores,
1987-05-18,Maldosamente Ingênua,
1987-05-19,Elmer,
1987-05-20,Os Incriveis Wallendas,
1987-05-21,Meus Seis Amores,
1987-05-22,Época Maluca,
1987-05-25,Dá-me tua mão,
1987-05-26,Lili,
1987-05-27,A Lenda da Flauta Mágica,
1987-05-28,Lágrimas do céu,
1987-05-29,Dançando nas Nuvens,
1987-06-01,Um Amor de Vizinho,
1987-06-02,Com Qual dos Dois?,
1987-06-03,Audácia a Jato,
1987-06-04,Tudo Pelo teu Amor,
1987-06-05,O Ocaso de uma Alma,
1987-06-08,Águias em Alerta,
1987-06-09,"Meu avô, meu Amigo",
1987-06-10,Flechas ae Fogo,
1987-06-11,A Morte vem no Kilimanjaro,
1987-06-12,Só os Persistentes Sobrevivem,
1987-06-15,"Mowgli, o Menino Lobo  - O Corcel Negro ",RJ
1987-06-16,Viuvinha Indomável,
1987-06-17,O Marco Derradeiro,
1987-06-18,O Prisioneiro de Casbah,
1987-06-19,Marujos do Barulho,
1987-06-22,Papai Precisa Casar,
1987-06-23,O Magnífico,
1987-06-24,Vinte Quilos de Confusão,
1987-06-25,A Chama de Calcutá,
1987-06-26,Marujos na Força Aérea,
1987-06-29,substituição temporária pelo Festival de Férias - O Corcel Negro ,79
1987-08-03,Viagem ao Fundo do mar,
1987-08-04,Os Incríveis Dobermans,
1987-08-05,Kelly e eu ,56
1987-08-06,Maldita Aventura,
1987-08-07,Quando o Espetáculo Termina,
1987-08-10,Tentação Morena ,56
1987-08-11,Pai e Filho,
1987-08-12,O Potro Vermelho,
1987-08-13,No Limite do Espaço,
1987-08-14,"Maneco, o Supertio",
1987-08-17,"Ao Mestre, com Carinho",
1987-08-18,Papai Também te ama ,78
1987-08-19,O Caminho dos Elefantes ,54
1987-08-20,Voando Para o Além,
1987-08-21,Lua-de-mel Agitada,
1987-08-24,Em Busca de um Filho,
1987-08-25,O Mundo é das Mulheres,
1987-08-26,Areias do Deserto,
1987-08-27,Mar Raivoso ,64
1987-08-28,Corações Atormentados,
1987-08-31,Só por uma Noite,
1987-09-01,A Flor do Pântano ,57
1987-09-02,O Planeta dos Macacos ,1968
1987-09-03,Um Gênio Entrou lá em Casa,
1987-09-04,O Negrinho do Pastoreio,
1987-09-07,Alguém lá em Cima Gosta de mim,
1987-09-08,Com Amor no Coração,
1987-09-09,De Volta ao Planeta dos Macacos,
1987-09-10,Tudo Começou em Nápoles,
1987-09-11,A Máquina de Fazer Milhões,
1987-09-14,Diabruras dos Anjos Rebeldes,
1987-09-15,Artimanhas do Amor,
1987-09-16,A Fuga do Planeta dos Macacos,
1987-09-17,Melodia Interrompida,
1987-09-18,Aventuras de um Cachorro,
1987-09-21,"De Repente, o Amor",
1987-09-22,Tammy e o Milionário,
1987-09-23,O Espião do Nariz Frio,
1987-09-24,O Suplício de Lady Godiva,
1987-09-25,Inocência,
1987-09-28,"Roma, Convite ao Amor",
1987-09-29,O Tesouro do Barba Azul,
1987-09-30,Demônios da Pista,
1987-10-01,O Gorila ,54
1987-10-02,Bill ,81
1987-10-05,Aqueles Fantásticos Loucos Voadores,
1987-10-06,O Pequeno Gigante,
1987-10-07,A Pirâmide de Cristal,
1987-10-08,As Incriveis Peripecias do Ônibus Atômico,
1987-10-09,O Último Dinossauro,
1987-10-12,O Pequeno Polegar  - O dia do Golfinho ,RJ
1987-10-13,Casei-me com um Modelo,
1987-10-14,Em Busca da Vitória,
1987-10-15,"Watusi, o Gigante Africano",
1987-10-16,Caça ao Balão,
1987-10-19,A Prova Suprema,
1987-10-20,Um Viúvo Trapalhão,
1987-10-21,O Último Aplauso ,77
1987-10-22,As Aventuras de Hajji Baba,
1987-10-23,O Irresistivel Forasteiro,
1987-10-26,O Barco das Ilusões,
1987-10-27,"Volta, meu Amor",
1987-10-28,Feitiço Branco,
1987-10-29,Os Perigos de Pauline,
1987-10-30,Sortilégios de Amor,
1987-11-02,Meteoro,
1987-11-03,Os Prazeres De Penelope,
1987-11-04,O Pior Calhambeque Do Mundo,
1987-11-05,O Escudo Negro De Falworth,
1987-11-06,Destino À Lua,
1987-11-09,Mercado De Corações,
1987-11-10,Sangue Ardente,
1987-11-11,Onde Estavas Quando As Luzes Se Apagaram?,
1987-11-12,Mosqueteiros Do Mar,
1987-11-13,Flores Do Pó,
1987-11-16,A Rainha Tirana,
1987-11-17,Rochedos Da Morte,
1987-11-18,Problemas Suburbanos,
1987-11-19,O Fator Netuno: Odisséia Submarina,
1987-11-20,Monsieur Cognac,
1987-11-23,A Hora De Viver,
1987-11-24,Maldosamente Ingênua,
1987-11-25,A Praia De Zuma,
1987-11-26,Virtude Selvagem,
1987-11-27,As Garotas Do Escritório,
1987-11-30,A Lenda Da Espada Mágica,
1987-12-01,Os Órfãos,
1987-12-02,O Leão Está Solto,
1987-12-03,O Valente Treme-Treme,
1987-12-04,O Menino E Os Piratas,
1987-12-07,A Marca Do Zorro,
1987-12-08,Rinoceronte,
1987-12-09,Ali Babá E Os Quarenta Ladrões,
1987-12-10,O Filho De Robin Hood,
1987-12-11,O Circo Ao Redor Do Mundo,
1987-12-14,O Pequeno Príncipe,
1987-12-15,A Lenda Da Flauta Mágica,
1987-12-16,O Homem De Button Willow,
1987-12-17,Cachorro Divino,
1987-12-18,O Menino Que Queria Ser Anjo,
1987-12-21,Uma História Natalina,
1987-12-22,"Venha Passar O Natal Conosco, Papai",
1987-12-23,Um Dia De Sol No Natal,
1987-12-24,Natal dm Julho,
1987-12-25,Sexta-Feira,
1987-12-28,Sete Noivas Para Sete Irmãos,
1987-12-29,Mercenários das Galáxias,
1987-12-30,Os Titãs Voltam à Luta na Atlântida,
1987-12-31,Karatê Kid: a Hora da Verdade,
1986-01-01,Sessão da Tarde Especial - Cantando na Chuva,
1986-01-02,Sessão da Tarde Especial - A Lontra Travessa,
1986-01-03,Sessão da Tarde Especial - O Fantástico Capitão Nemo,
1986-01-06,Sessão da Tarde Especial - O Filho de Lassie,
1986-01-07,sem exibição - Festival de Férias - As Aventuras de Hajji Baba,
1986-01-08,Os Perigos de Pauline,
1986-01-09,substituição temporária pelo Festival de Férias - A Volta do Mundo sob o mar,
1986-01-15,Jogos da Vida ,81
1986-03-03,Quatro Destinos ,49
1986-03-04,O Fator Netuno: Odisséia Submarina ,73
1986-03-05,Teu Nome é Mulher,
1986-03-06,No Limiar do Espaço,
1986-03-07,Marujos do Barulho,
1986-03-10,Os Prazeres de Penélope,
1986-03-11,Bill,
1986-03-12,O Escudo Negro de Falworth   - A História De Três Amores ,54
1986-03-13,O Ocaso de uma Alma,
1986-03-14,Por Amor ou por Dinheiro,
1986-03-17,Quando Floresce o Amor,
1986-03-18,Onde Estavas Quando as Luzes se Apagaram?,
1986-03-19,Brotinho Indócil,
1986-03-20,Kelly e eu   - Minha Namorada Favorita ,56
1986-03-21,Por um Corpo de Mulher,
1986-03-24,Escala em Tóquio,
1986-03-25,A Família do Gênio,
1986-03-26,Gigot,
1986-03-27,Um Anjo no meu Bolso,
1986-03-28,Papa João Paulo II,
1986-03-31,Ela ,65
1986-04-01,Amor de Milionário,
1986-04-02,Saudades de um Pracinha   - Desafio ,60
1986-04-03,Nos Bastidores da Vida,
1986-04-04,Um Homem e sua Alma,
1986-04-07,O Mundo é das Mulheres,
1986-04-08,Lua-de-mel Agitada,
1986-04-09,O Gorila,
1986-04-10,Que Delícia de Guerra,
1986-04-11,Areias do Deserto,
1986-04-14,"Anastácia, a Princesa Esquecida",
1986-04-15,O Amor é Mais Forte,
1986-04-16,sem exibição - futebol internacional - Fluminense x Seleção da Argélia,
1986-04-17,Um Gênio Entrou lá em Casa,
1986-04-18,Mogambo   - Corações Atormentados ,53
1986-04-21,"Viva um Pouquinho, ame um Pouquinho",
1986-04-22,Quando o Coração Bate Mais Forte,
1986-04-23,A História de Três Amores,
1986-04-24,Um dia de sol,
1986-04-25,Tarde Demais Para Esquecer,
1986-04-28,O Destino de uma Paixão,
1986-04-29,No Paraíso do Havai,
1986-04-30,Maldita Aventura,
1986-05-01,O Fruto de uma Paixão,
1986-05-02,"Digby, O Maior cão do Mundo",
1986-05-05,O Planeta Proibido,
1986-05-06,Desafio,
1986-05-07,sem exibição - futebol - Brasil x Chile  - O Prisioneiro do Casbah ,RJ
1986-05-08,Hotel de Lua-de-Mel,
1986-05-09,Quando o Espetáculo Termina,
1986-05-12,Confidências à Meia-Noite,
1986-05-13,A Delicia de um Dilema,
1986-05-14,Os Piratas de Tortuga,
1986-05-15,O Suplício de Lady Godiva,
1986-05-16,sem exibição - futebol - Dinamarca x Polônia - A Máquina de Fazer Milhões ,SP
1986-05-19,As Novas Viagens de Simbad,
1986-05-20,O Mascarado Contra os Piratas,
1986-05-21,Uma Cidade Contra o Xerife,
1986-05-22,O Seresteiro de Acapulco,
1986-05-23,"Robur, o Conquistador",
1986-05-26,Simbad Contra o Olho do Tigre,
1986-05-27,Tudo que o céu Permite,
1986-05-28,Milhas Desesperadoras,
1986-05-29,As Aventuras de um Cachorro,
1986-05-30,Ao Sul de Sumatra,
1986-06-02,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,União Soviética x Hungria
1986-06-03,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Argélia x Irlanda do Norte
1986-06-04,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Uruguai x Alemanha
1986-06-05,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Itália x Argentina
1986-06-06,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Brasil x Argélia e Canadá x Hungria
1986-06-09,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,França x Hungria
1986-06-10,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Bulgária x Argentina
1986-06-11,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Bélgica x Paraguai
1986-06-12,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Brasil x Irlanda do Norte
1986-06-13,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Alemanha x Dinamarca
1986-06-16,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Brasil x Polônia
1986-06-17,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,França x Itália
1986-06-18,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Inglaterra x Paraguai
1986-06-19,Destino lua,
1986-06-20,Os Defensores,
1986-06-23,As Crianças que Ninguém Queria,
1986-06-24,No Reinado da Guilhotina,
1986-06-25,Não Houve Exibição - Copa Do Mundo FIFA México 1986 ,Alemanha Ocidental x França
1986-06-26,Uma Temporada Brilhante,
1986-06-27,Mosqueteiros do mar,
1986-06-30,substituição temporária pelo Festival de Férias - Superman 2: A Aventura Continua,
1986-08-04,Flores do pó,
1986-08-05,A História de Marva Collins,
1986-08-06,Instituto da Vingança,
1986-08-07,Monsieur Cognac,
1986-08-08,O Amor não vai à Guerra,
1986-08-11,Don Juan era Aprendiz,
1986-08-12,Audácia a Jato,
1986-08-13,Tammy e o Milionário,
1986-08-14,Época Maluca,
1986-08-15,Como Fisgar um Marido,
1986-08-18,O Galante Vagabundo,
1986-08-19,Papai Pernilongo,
1986-08-20,A Máquina de Fazer Milhões,
1986-08-21,O Leão Está Solto,
1986-08-22,A Princesa do Nilo,
1986-08-25,Não me Mandem Flores,
1986-08-26,O Segredo de Monte Cristo,
1986-08-27,Um Estranho a Bordo,
1986-08-28,O Sonho que eu Vivi,
1986-08-29,Lili,
1986-09-01,Os Incriveis Dobermans,
1986-09-02,Com o Amor no Coração,
1986-09-03,O Último Inquilino,
1986-09-04,A Lenda da Flauta Mágica,
1986-09-05,O Paraíso é Logo ali,
1986-09-08,Cidade sob o mar,
1986-09-09,Artimanhas do Amor,
1986-09-10,Legiões do Nilo,
1986-09-11,Rochedos da Morte,
1986-09-12,À Sombra de uma Fraude,
1986-09-15,Um Convidado bem Trapalhão,
1986-09-16,A Garota de Las Vegas,
1986-09-17,Os Viúvos Também Sonham,
1986-09-18,O Espião de Nariz Frio,
1986-09-19,A Vida Secreta de John Chapman,
1986-09-22,A Rainha Tirana,
1986-09-23,Papai Batuta,
1986-09-24,Ainda não Comecei a Lutar,
1986-09-25,Ele e as Três Noviças,
1986-09-26,Antes Tarde do que Nunca,
1986-09-29,Do Destino Ninguém Foge,
1986-09-30,Primavera do Amor,
1986-10-01,"Os Seus, os Meus, os Nossos ",68
1986-10-02,A Lenda dos Desaparecidos,
1986-10-03,Demônios na Pista,
1986-10-06,A Morte vem do Kilimanjaro,
1986-10-07,A Marca do Zorro,
1986-10-08,Os Homens Preferem as Louras,
1986-10-09,Os Marujos... na Força Aérea,
1986-10-10,As Aventuras de Freddie,
1986-10-13,Como Agarrar um Milionário,
1986-10-14,Os Orfãos,
1986-10-15,Corações Atormentados,
1986-10-16,Maya,
1986-10-17,Viagem Rumo ao Infinito,
1986-10-20,O Tenente era ela,
1986-10-21,Fator Netuno,
1986-10-22,Batalhadores Heróicos,
1986-10-23,Passaporte Para o Perigo,
1986-10-24,Voando Para o Além,
1986-10-27,O Segredo de uma Promessa,
1986-10-28,"Alguns sim, Alguns não",
1986-10-29,Glória e Lágrimas de um Cômico,
1986-10-30,Prece Para um Pecador,
1986-10-31,Amor Peso Pesado,
1986-11-03,Dois Contra o Oeste,
1986-11-04,O Barco do Amor,
1986-11-05,Hotel Paradiso,
1986-11-06,O Espadachim de Siena,
1986-11-07,Antes Tarde do que Nunca,
1986-11-10,Sangue Ardente,
1986-11-11,"Watusi, o Gigante Africano",
1986-11-12,Os Homens do Planeta Attia,
1986-11-13,"Digby, o Maior cão do Mundo",
1986-11-14,Em Busca da Vitória,
1986-11-17,Tudo Pelo teu Amor,
1986-11-18,Marco Derradeiro,
1986-11-19,As Aventuras de Hajji Baba,
1986-11-20,Maratona na TV,
1986-11-21,A Rainha do Nilo,
1986-11-24,Só os Persistentes Sobrevivem,
1986-11-25,O Extraordinário Marinheiro,
1986-11-26,Dois Farristas Irresistíveis,
1986-11-27,O Prisioneiro do Casbah,
1986-11-28,A Famila Kovack,
1986-12-01,A Flor do Pântano,
1986-12-02,Homens do Deserto,
1986-12-03,Os Perigos de Paulina,
1986-12-04,O Menino e os Piratas,
1986-12-05,Ali Babá e os Quarenta Ladrões,
1986-12-08,A Volta ao Mundo sob o mar,
1986-12-09,O Menino e a Onça,
1986-12-10,Os Piratas de Tortuga,
1986-12-11,Duelo nas Selvas,
1986-12-12,As Novas Viagens de Simbad,
1986-12-15,O Escudo Negro de Falworth,
1986-12-16,Vinte Quilos de Confusão,
1986-12-17,A Seta de Ouro,
1986-12-18,Rinoceronte,
1986-12-19,Simbad Contra o Olho do Tigre,
1986-12-22,Sessão da Tarde Especial - Uma História Natalina,
1986-12-23,Sessão da Tarde Especial - O Mágico de Oz,
1986-12-24,"Venha Passar o Natal Conosco, Papai",
1986-12-25,A História de Jacó e José,
1986-12-26,O Menino sue Queria ser Anjo,
1986-12-29,"Sessão da Tarde Especial - Salty, a Adorável Foquinha",
1986-12-30,Sessão da Tarde Especial - Capitão Coragem,
1986-12-31,As Aventuras de Huckleberry Finn,
1985-01-01,Os Intrépidos Homens e Seus Calhambeques Maravilhosos,
1985-01-02,substituição temporária pelo Festival de Férias - Virtude Selvagem,
1985-03-04,A Lenda dos Desaparecidos,
1985-03-05,Nossa Vida Com Papai,
1985-03-06,A Família Kovack,
1985-03-07,Dois Destinos se Encontram,
1985-03-08,As Garotas do Escritório,
1985-03-11,Amélia Earhart,
1985-03-12,O Carrasco dos Trópicos,
1985-03-13,Hotel Paradiso,
1985-03-14,Maratona na TV,
1985-03-15,"Situação Crítica, Porém Jeitosa",
1985-03-18,Dois Farristas Irresistíveis,
1985-03-19,Homens do Deserto,
1985-03-20,A Família que Ninguém Queria,
1985-03-21,Os Direitos Femininos,
1985-03-22,Em Busca da Vitória,
1985-03-25,O Barco do Amor,
1985-03-26,A Seta de Ouro,
1985-03-27,A Rainha do Nilo,
1985-03-28,"Alguns sim, Alguns não",
1985-03-29,Amor Peso Pesado,
1985-04-01,A Rainha Tirana,
1985-04-02,Talvez Algum dia,
1985-04-03,A Loteria do Amor,
1985-04-04,Prece Para um Pecador,
1985-04-05,Sessão da Tarde Especial - Sansão e Dalila,
1985-04-08,Do Outro Lado da Ponte,
1985-04-09,O Sonho Impossível,
1985-04-10,As Férias do Papai,
1985-04-11,Passaporte Para o Perigo,
1985-04-12,Glória e Lágrimas de um Cômico,
1985-04-15,O Aventureiro de Hong-Kong,
1985-04-16,A Máquina do Amor,
1985-04-17,"Os Seus, os Meus, os Nossos",
1985-04-18,Em Busca da Fama,
1985-04-19,"Minha Vida, Meus Amores",
1985-04-22,Viagem Fantástica,
1985-04-23,Ela ,65
1985-04-24,Quando o Espetáculo Termina,
1985-04-25,Corações Atormentados,
1985-04-26,O Herói do PT-109  -Lágrimas do Céu ,SP
1985-04-29,Ele e as Três Noviças,
1985-04-30,Maya ,66
1985-05-01,Viagem Fantástica,
1985-05-02,Kelly e eu ,56
1985-05-03,Gigot ,62
1985-05-06,Milhas Desesperadoras,
1985-05-07,Um Anjo no meu Bolso,
1985-05-08, O Gavião e a Flecha,
1985-05-09,Por um Corpo de Mulher,
1985-05-10,Quando o Espetáculo Termina,
1985-05-13,Amor de Milionário,
1985-05-14,Um Homem e sua Alma,
1985-05-15,Nos Bastidores da Vida,
1985-05-16,Rinoceronte ,64
1985-05-17,Desafio ,52
1985-05-20,Lili ,52
1985-05-21,Hotel de Lua-de-mel,
1985-05-22,"Sua Majestade, o Aventureiro",
1985-05-23,A Família do Gênio,
1985-05-24,Que Delícia de Guerra,
1985-05-27,A Delícia de um Dilema,
1985-05-28,Corçações Atormentados,
1985-05-29,"Anastácia, a Princesa Esquecida",
1985-05-30,A Marca do Renegado,
1985-05-31,Lua-de-mel Agitada,
1985-06-03,Ela ,65
1985-06-04,Um Gênio Entrou lá em Casa,
1985-06-05,O Menino e a Onça,
1985-06-06,Esses Homens Maravilhosos e Suas Máquinas Voadoras,
1985-06-07,Viagem ao Núcleo do Tempo,
1985-06-10,O Amor é Mais Forte,
1985-06-11,Papai Batuta,
1985-06-12,Os Desaparecidos ,68
1985-06-13,Sabes o que Quero,
1985-06-14,Voando Para Marte,
1985-06-17,O Pecado Mora ao Lado,
1985-06-18,Um Presente Para Heidi,
1985-06-19,Os Monitores ,62
1985-06-20,Antes Tarde do que Nunca,
1985-06-21,Perdidos na Selva ,77
1985-06-24, Gorila ,64
1985-06-25,A Vida Secreta de John Chapman,
1985-06-26,Felizes Para Sempre,
1985-06-27,Areias do Deserto,
1985-06-28,O Melhor dos Inimigos,
1985-07-01,substituição temporária pelo Festival de Férias - O rei e os Trapalhões ,79
1985-07-15,Amor a Toda Velocidade,
1985-07-16,Canções e Confusões,
1985-07-17,O Seresteiro de Acapulco,
1985-07-18,Garotas e Mais Garotas,
1985-07-19,No Paraíso do Havaí,
1985-07-22,As Aventuras de Robin Hood ,38
1985-07-23,Aladim e a Princesa de Bagdá,
1985-07-24,O Príncipe Valente,
1985-07-25,As Sete Caras do Dr. Lao,
1985-07-26,sem exibição - Festival de Férias - Ali Babá e os 40 Ladrões ,42
1985-07-29,Maldita Aventura,
1985-07-30,O Menino e o Puma,
1985-07-31,A Máquina de Fazer Milhões,
1985-08-01,"Robur, o Conquistador",
1985-08-02,Aventuras de um Cachorro,
1985-08-05,O Mundo é da Mulher,
1985-08-06,Roleta Russa,
1985-08-07,A Marca do Renegado,
1985-08-08,Uma História de Amor e Campeões,
1985-08-09,Papai Ganso,
1985-08-12,Assassinato por Morte,
1985-08-13,A Deliciosa Viuvinhaa,
1985-08-14,Periscópio à Vista,
1985-08-15,O Leão ,62
1985-08-16,Encrenca em Cheio,
1985-08-19,Degaus Para o Poder,
1985-08-20,Oitenta Passos Para a Felicidade,
1985-08-21,Tem um Homem na Cama de Mamãe,
1985-08-22,Um Amor de Elefante,
1985-08-23,Romance Inacabado,
1985-08-26,Sete Noivas Para Sete Irmãos,
1985-08-27,A Praia de Zuma,
1985-08-28,Legião do Deserto,
1985-08-29,O Mordomo e a Dama,
1985-08-30,O Disco-Voador,
1985-09-02,Um Amor de Vizinho,
1985-09-03,O Espião do Nariz Frio,
1985-09-04,Minha Querida Brigitte,
1985-09-05,Meu Coração Canta,
1985-09-06,A Princesa do Nilo,
1985-09-09,Rumo ao Desconhecido,
1985-09-10,A Mulher do Século,
1985-09-11,O que riu por Último,
1985-09-12,Temporada Brilhante,
1985-09-13,O Milagre ,59
1985-09-16,O Fabuloso Ladrão de Bagdá,
1985-09-17,No Time dos Leões,
1985-09-18,Voando Para o Além,
1985-09-19,Um cão Maravilhoso,
1985-09-20,O Mágico de Marte,
1985-09-23,O Milagre ,59
1985-09-24,O Homem de Oito Vidas,
1985-09-25,Demônios na Pista,
1985-09-26,O rei e o Aventureiro,
1985-09-27,Quarta Dimensão,
1985-09-30,Papai Playboy,
1985-10-01,Rodolfo Valentino,
1985-10-02,Louuras de um Milionário,
1985-10-03,Como Fisgar um Marido,
1985-10-04,O Suplício de Lady Godiva,
1985-10-07,Essa Pequena é uma Parada,
1985-10-08,O Pior Calhambeque do Mundo,
1985-10-09,futebol - Dinamarca x Suiça,
1985-10-10,Monsieur Cognac,
1985-10-11,"Mowgli, o Menino Lobo ",42
1985-10-14,Scaramouche,
1985-10-15,O Otário e a Viarista,
1985-10-16,futebol - Inglaterra x Turquia,
1985-10-17,Férias no Havaí,
1985-10-18,Idílio na Selva,
1985-10-21,Fuga para a luz do dia,
1985-10-22,Viagem Rumo ao Infinito,
1985-10-23,Casanova,
1985-10-24,A Máscara do Vingador,
1985-10-25,Caçadores de Corais,
1985-10-28,Terra II,
1985-10-29,Nossa Vida com Papai,
1985-10-30,Duelo nas Selvas,
1985-10-31,A Seta de Ouro,
1985-11-01,A Mulher do Século,
1985-11-04,O Agente 711 Pede Socorro,
1985-11-05,As Férias do Papai,
1985-11-06,A Nave da Revolta,
1985-11-07,O Mago de Bagdá,
1985-11-08,Meus Seis Amores,
1985-11-11,Os Turbantes Vermelhos,
1985-11-12,Os Guardas Florestais,
1985-11-13,O Manto Sagrado,
1985-11-14,Uma Experiência Extraordinária,
1985-11-15,A Família que Ninguém Queria,
1985-11-18,Uma Janela Para o céu,
1985-11-19,A Máquina do Amor,
1985-11-20,No Compasso da Esperança,
1985-11-21,O Carrasco dos Trópicos,
1985-11-22,Caminhos sem Volta,
1985-11-25,Benji,
1985-11-26,O Estado Interessante de Papai,
1985-11-27,Demônios da Pista ,64
1985-11-28,Homens do Deserto,
1985-11-29,As Garotas do Escritório,
1985-12-02,Por Amor de Benji,
1985-12-03,O Menino e o Delfim,
1985-12-04,Smokey,
1985-12-05,Um Estranho a Bordo,
1985-12-06,O Menino e os Piratas,
1985-12-09,Maya ,66
1985-12-10,Doo Savage ,75
1985-12-11,"Sua Majestade, o Aventureiro",
1985-12-12,Ele e as Três Noviças,
1985-12-13,Pistoleiro Folgazão,
1985-12-16,Lili ,53
1985-12-17,Uma Aventura Inesquecível,
1985-12-18,O Traquiana,
1985-12-19,O Gavião e a Flecha,
1985-12-20,Os Órfãos ,79
1985-12-23,Sessão da Tarde Especial - Natividade ,The Nativity
1985-12-24,Sessão da Tarde Especial - Rei dos Reis,
1985-12-25,Uma História Natalina,
1985-12-26,Branca de Neve e os Três Patetas,
1985-12-27,Sessão da Tarde Especial - O Valente Treme-Treme,
1985-12-30,Sessão da Tarde Especial - A Força do Coração,
1985-12-31,Sessão da Tarde Especial - Uma Aventura na Arábia,
1984-01-02,substituição temporaria pelo Festival de Férias - O Mundo do Circo,
1984-01-03,A Farra dos Malandros,
1984-01-20,Uma Experiência Extraordinária,
1984-03-19,Liberdade nos Céus,
1984-03-20,Papai Ganso,
1984-03-21,A Família Que Ninguém Queria,
1984-03-22,O Inspetor,
1984-03-23,Ainda uma vez com Emoção,
1984-03-26,Encrenca em Cheio,
1984-03-27,O Leão ,62
1984-03-28,Tem um Homem na Cama de Mamãe,
1984-03-29,80 Passos Para a Felicidade,
1984-03-30,Romance Inacabado,
1984-04-02,Ao Mestre com Carinho,
1984-04-03,Nasce uma Estrela ,37
1984-04-04,A Deliciosa Viuvinha,
1984-04-05,Uma História de Amor e Campeões,
1984-04-06,Náufrágio ,78
1984-04-07,A Fera do Forte Bravo,
1984-04-09,Roleta Russa,
