date,title,comments,id,english_title,release_date,vote_average
2011-10-28,Entrando Numa Fria,,39451,Little Fockers,2010-12-21,5.64
2011-11-04,,,,,,
2011-11-08,Quase Feitos Um Para O Outro,,42424,Zeus & Roxanne,1997-01-24,5.309
2011-11-11,Demolidor: O Homem Sem Medo,,9480,Daredevil,2003-02-14,5.247
2011-11-07,Nunca É Tarde Para Amar,,441728,Hampstead,2017-06-23,6.021
2011-11-02,Shrek,,808,Shrek,2001-05-18,7.726
2011-11-14,Tá Dando Onda,,9408,Surf's Up,2007-06-08,6.4
2011-11-16,Enquanto Você Dormia,,2064,While You Were Sleeping,1995-04-21,6.95
2011-11-03,A Feiticeira,,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,7.12
2011-11-18,O Mistério Da Libélula,,10052,Dragonfly,2002-02-22,6.512
2011-11-09,Duas Vidas,,687248,Duas Vidas para Antonio Espinosa,2011-08-12,0.0
2011-11-23,A Casa Inteligente,,35215,Smart House,1999-06-26,5.872
2011-11-24,Em Busca Do Coração De David,,258852,Searching for David's Heart,2004-11-21,6.7
2011-11-28,Dirty Dancing: Ritmo Quente,,88,Dirty Dancing,1987-08-21,7.344
2011-11-15,Super-Herói: O Filme,,11918,Superhero Movie,2008-03-28,5.228
2011-11-17,A Bruxa Do Bem,,81033,The Good Witch's Family,2011-10-29,7.327
2011-11-22,ABC Do Amor,,708438,O ABC do Amor de Tim Maia,1995-01-01,0.0
2011-11-25,Alex Rider Contra O Tempo,,9978,Stormbreaker,2006-07-21,5.223
2011-11-30,O Anel Da Luz Eterna,,126934,A Ring of Endless Light,2002-07-04,6.5
2011-11-29,Pequenos Espiões 2: A Ilha Dos Sonhos Perdidos,,9488,Spy Kids 2: The Island of Lost Dreams,2002-08-07,5.58
2011-11-21,Mudança De Hábito,,6279,Sister Act 2: Back in the Habit,1993-12-09,6.363
2011-12-01,Um Lugar Chamado Notting Hill,,509,Notting Hill,1999-05-21,7.26
2011-12-05,Resgate De Uma Vida,(inédito em TV aberta),52499,The Way Home,2010-10-01,6.1
2011-12-06,Twitches: As Bruxinhas Gêmeas 2,,46169,Twitches Too,2007-10-12,6.772
2011-12-07,A História De Waylon,,168501,Raising Waylon,2004-02-22,5.7
2011-12-08,Confusão Pra Cachorro,,74723,Dog Gone,2008-10-07,6.3
2011-12-12,Outono Em Nova York,,10641,Autumn in New York,2000-08-11,6.072
2011-12-13,"George, O Rei Da Floresta 2",,26264,George of the Jungle 2,2003-08-18,4.401
2011-12-14,Sobrevivendo Ao Natal,,15566,Surviving Christmas,2004-09-21,5.693
2011-10-27,Quatro Amigas E Um Jeans Viajante,"(inédito na Globo, ex-SBT)",9779,The Sisterhood of the Traveling Pants,2005-06-01,6.487
2011-12-15,,,,,,
2011-07-26,Operação Cupido,,199882,Operação Cupido,,7.7
2011-12-16,Os Porralokinhas,,687953,The Crazy Little Fuck,2007-12-25,0.0
2011-12-20,Zathura: Uma Aventura Espacial,,6795,Zathura: A Space Adventure,2005-11-06,6.401
2011-12-21,A Boneca Que Virou Gente,,36968,Life-Size,2000-03-05,6.153
2011-12-23,"Um Natal Muito, Muito Louco",,13673,Christmas with the Kranks,2004-11-24,6.133
2011-12-26,O Pequeno Stuart Little 2,,10996,Stuart Little 2,2002-07-19,5.739
2011-12-29,Milagre Na Pista 2,,77921,Miracle in Lane 2,2000-05-13,6.2
2011-12-27,Zenon: A Garota Do Século 21,,34766,Zenon: Girl of the 21st Century,1999-01-23,6.2
2010-01-01,Camp Rock,,13655,Camp Rock,2008-06-20,6.434
2010-01-05,Agora Você Vê...,,26267,Now You See It...,2005-01-14,5.7
2011-12-30,Dr. Dolittle 4,,27996,Dr. Dolittle: Tail to the Chief,2008-03-04,5.482
2010-01-06,Barbie Como Rapunzel,,15015,Barbie as Rapunzel,2002-10-01,7.004
2011-12-02,,(inédito em TV aberta),,,,
2010-01-11,Doze É Demais,,691683,Cheaper by the Dozen,2022-03-18,6.53
2010-01-04,Lilo &amp; Stitch,,11544,Lilo & Stitch,2002-06-21,7.508
2010-01-12,O Pequeno Stuart Little,,10137,Stuart Little,1999-12-17,6.032
2010-01-08,Virada Radical,,10115,Stick It,2006-04-21,6.837
2010-01-14,O Mar Não Está Pra Peixe,,19595,Shark Bait,2006-07-07,5.051
2010-01-19,Charlie: Em Ritmo De Aventura,,160295,Charlie 2,2006-04-16,4.7
2010-01-20,Mudança De Comportamento,,71884,Model Behavior,2000-03-12,6.3
2010-01-07,Um Show De Verão,,240069,Um Show de Verão,2004-01-30,3.3
2010-01-13,"Simão, O Fantasma Trapalhão",,128449,"Simão, o Fantasma Trapalhão",1998-12-25,4.4
2011-12-09,O Presente De Natal Perfeito,"(inédito na Globo, ex-SBT)",71887,The Ultimate Christmas Present,2000-12-01,5.5
2010-01-15,Zoom: Academia De Super Heróis,,14113,Zoom,2006-08-11,5.342
2010-01-21,Cãofusões,,160155,Life Is Ruff,2005-01-13,5.5
2010-01-18,As Feras Da Música,,37609,The Cheetah Girls 2,2006-07-31,6.264
2010-01-22,Vida De Inseto,,9487,A Bug's Life,1998-11-25,6.966
2011-12-19,A Bela E A Fera: O Natal Encantado,(inédito em TV aberta),13313,Beauty and the Beast: The Enchanted Christmas,1997-11-11,6.175
2010-01-26,A Cidade Do Halloween,,27850,Halloweentown,1998-11-10,6.834
2010-01-27,As Namoradas Do Papai,,33689,It Takes Two,1995-11-17,6.47
2010-01-29,Se O Meu Fusca Falasse,,32643,The Love Bug,1997-11-29,5.463
2010-01-25,Lisbela E O Prisioneiro,,52345,Lisbela and the Prisoner,2003-08-22,7.8
2010-02-01,Twitches: As Bruxinhas Gêmeas 2,,46169,Twitches Too,2007-10-12,6.772
2010-01-28,Quebrando O Gelo,,1032412,Snow Day,2022-12-16,6.706
2010-02-05,Com A Bola Toda,,9472,DodgeBall: A True Underdog Story,2004-06-18,6.338
2010-02-02,Segurem Essas Crianças,,20483,Catch That Kid,2004-02-06,5.614
2011-12-28,Nossa Querida Babá 3: Uma Aventura No Paraíso,(inédito em TV aberta),79737,Au Pair 3: Adventure in Paradise,2009-03-15,5.4
2010-02-04,Xuxa E Os Duendes 2: No Caminho Das Fadas,,84756,Xuxa and the Elves 2: The Road of The Fairies,2002-12-15,4.4
2010-02-03,A Casa Inteligente,,35215,Smart House,1999-06-26,5.872
2010-02-15,Tarzan E Jane,,13683,Tarzan & Jane,2002-06-24,6.001
2010-02-10,Um Caminho Para Dois,,5767,Two for the Road,1967-04-27,7.063
2010-02-11,Táxi 2,,2332,Taxi 2,2000-03-25,6.229
2010-02-09,Mamãe Saiu Com Um Vampiro,,92208,Mom's Got a Date with a Vampire,2000-10-13,5.7
2010-02-08,As Aventuras De Sharkboy E Lavagirl,,14199,The Adventures of Sharkboy and Lavagirl,2005-06-10,5.137
2010-02-18,Pixel: A Garota Perfeita,,124117,Pixel Perfect,2004-01-16,5.289
2010-02-19,Mudança De Hábito 2: Mais Loucuras No Convento,,6279,Sister Act 2: Back in the Habit,1993-12-09,6.363
2010-02-12,Gasparzinho: O Fantasminha Camarada,,8839,Casper,1995-05-26,6.299
2010-02-24,Outono Em Nova York,,10641,Autumn in New York,2000-08-11,6.072
2010-02-22,Material Girls,(inédito em TV aberta),10118,Material Girls,2006-08-18,5.333
2010-02-23,Spymate: O Agente Animal,,26266,Spymate,2006-02-24,5.859
2010-03-05,O 13º Aniversário,,83965,The Thirteenth Year,1999-05-15,6.563
2010-03-01,Um Príncipe Em Minha Vida,,11137,The Prince & Me,2004-03-28,6.187
2010-02-25,American Mall,,25041,The American Mall,2008-08-11,5.4
2010-03-08,O Casamento Dos Meus Sonhos,,2018,The Wedding Planner,2001-01-26,5.9
2010-03-03,Gol!,(inédito em TV aberta),30066,Gol Maal,1979-04-19,7.31
2010-03-09,Johnny Tsunami: O Surfista Da Neve,,24020,Johnny Tsunami,1999-07-24,5.9
2010-02-26,Cheque Em Branco,,13962,Blank Check,1994-02-11,5.8
2010-03-15,Operação Cupido,,199882,Operação Cupido,,7.7
2010-03-04,"Bailey, Um Cão Que Vale Milhões",,44900,Bailey's Billion$,2005-08-05,6.0
2010-03-02,Inspetor Bugiganga,,19766,Inspector Gadget 2,2003-03-11,4.079
2010-03-17,O Trapalhão E A Luz Azul,,128454,O Trapalhão e a Luz Azul,1999-12-17,4.2
2010-03-16,Dança Comigo?,,663013,Dance Together,2019-10-19,7.5
2010-03-23,Férias Da Família Johnson,,19084,Johnson Family Vacation,2004-04-07,5.473
2010-03-12,"George, O Rei Da Floresta 2",,26264,George of the Jungle 2,2003-08-18,4.401
2010-03-24,A Herdeira Da Máfia,,36290,Crimes of Fashion,2004-07-25,4.6
2010-03-25,Halloweentown 2: A Vingança De Kalabar,,34205,Halloweentown II: Kalabar's Revenge,2001-10-12,6.856
2010-03-26,A Família Buscapé,,11041,The Beverly Hillbillies,1993-10-15,6.238
2010-03-22,Jump In!,,13968,Jump In!,2007-01-12,6.284
2010-03-11,Duas Vidas,,687248,Duas Vidas para Antonio Espinosa,2011-08-12,0.0
2010-03-18,A Filha Do Presidente,,13969,First Daughter,2004-09-24,6.144
2010-03-30,Como Água E Vinho,,20310,Time Share,2000-06-18,5.971
2010-03-31,Zenon: A Corrida Para A Lua,,34765,Zenon: Z3,2004-06-11,5.5
2010-04-02,Maria: Mãe Do Filho De Deus,,84758,"Mary, Mother of the Son of God",2003-10-10,4.8
2010-04-05,Wendy Wu: A Garota Kung Fu,(inédito em TV aberta),61717,Wendy Wu: Homecoming Warrior,2006-06-16,6.161
2010-04-06,O Pequeno Stuart Little 2,,10996,Stuart Little 2,2002-07-19,5.739
2010-04-08,Belas E Mimadas,(inédito em TV aberta | exceto para o RJ - Taça Libertadores da América),24801,Cow Belles,2006-03-24,5.457
2010-03-29,Gracie,,15568,Gracie,2007-06-01,6.237
2010-04-07,"Didi, O Caçador De Tesouros",,243463,"Didi, the Treasure Raider",2006-01-06,5.7
2010-04-12,Sexta-Feira Muito Louca,,505904,Freaky Friday,2018-09-14,5.4
2010-04-16,Gasparzinho E Wendy,,39345,Casper Meets Wendy,1998-09-08,6.007
2010-04-13,Os Meninos Voadores,,20789,The Flyboys,2008-08-15,7.578
2010-04-14,Meu Marciano Favorito,,9849,My Favorite Martian,1999-02-11,5.609
2010-04-15,As Feras Da Música 2,,37609,The Cheetah Girls 2,2006-07-31,6.264
2010-04-21,A Menina E O Porquinho,(inédito em TV aberta),1149991,A Menina e o Porquinho,1990-12-13,0.0
2010-04-09,Peter Pan,,10601,Peter Pan,2003-12-18,7.184
2010-03-10,High School Musical,,10947,High School Musical,2006-01-20,6.565
2010-04-20,Mano A Mana: O Filme,,50794,The Even Stevens Movie,2003-06-13,5.8
2010-04-19,O Diário Da Princesa,,9880,The Princess Diaries,2001-08-03,6.94
2010-04-22,Johnny Kapahala: De Volta Ao Havaí,,62527,Johnny Kapahala: Back on Board,2007-06-08,6.028
2010-04-29,Spirit: O Corcel Indomável,,9023,Spirit: Stallion of the Cimarron,2002-05-24,7.694
2010-04-30,Matilda,,10830,Matilda,1996-08-02,7.144
2010-05-04,A Nova Onda Do Imperador,,11688,The Emperor's New Groove,2000-12-15,7.548
2010-05-03,Nunca É Tarde Para Amar,,441728,Hampstead,2017-06-23,6.021
2010-05-06,Tainá: Uma Aventura Na Amazônia,,294161,Tainá: An Amazon Adventure,2001-01-12,4.4
2010-05-07,O Pestinha,,13778,Dickie Roberts: Former Child Star,2003-09-04,5.1
2010-04-23,Robôs,,1014039,Through the deep west,2022-08-16,0.0
2010-05-05,Meu Melhor Amigo,,1135427,Meu Melhor Amigo,,0.0
2010-04-26,,,,,,
2010-05-10,Ela É Demais,,34016,She's Out of My League,2010-03-11,6.436
2010-05-11,Nem Que A Vaca Tussa,,13700,Home on the Range,2004-04-02,6.032
2010-04-01,Pateta: O Filme,(inédito em TV aberta),15789,A Goofy Movie,1995-04-07,6.962
2010-05-12,Foi Sem Querer,,37244,Leave It to Beaver,1997-08-22,5.3
2010-05-13,Shiloh 3,,50241,Saving Shiloh,2006-04-05,6.3
2011-12-22,Escola De Espiões,(inédito em TV aberta),248574,Barely Lethal,2015-04-30,5.759
2010-05-17,A Herança De Mr. Deeds,,2022,Mr. Deeds,2002-06-28,5.834
2010-05-14,Geração X,,148458,Chitãozinho & Xororó - Nova Geração 40 Anos,2016-02-13,0.0
2010-03-19,Aladdin,,420817,Aladdin,2019-05-22,7.117
2010-05-19,Sabrina Vai À Roma,,33271,Sabrina Goes to Rome,1998-10-04,6.0
2010-05-18,Irmão Urso,,10009,Brother Bear,2003-10-23,7.254
2010-05-21,Inspetor Bugiganga 2,,19766,Inspector Gadget 2,2003-03-11,4.079
2010-05-26,Diário De Uma Adolescente,,250124,The Diary of a Teenage Girl,2015-08-07,6.597
2010-05-25,Aladdin E Os 40 Ladrões,,11238,Aladdin and the King of Thieves,1996-05-20,6.263
2010-05-31,Lizzie McGuire: Um Sonho Popstar,,18736,The Lizzie McGuire Movie,2003-05-02,6.3
2010-05-20,,,,,,
2010-06-02,Dr. Dolittle 2,,10808,Dr. Dolittle 2,2001-06-22,5.289
2010-06-04,Os Porralokinhas,(inédito em TV aberta),687953,The Crazy Little Fuck,2007-12-25,0.0
2010-05-24,Escola Da Vida,,313812,A Escola da Vida,,0.0
2010-06-07,Bebês Geniais 2: Super Bebês,,31117,Superbabies: Baby Geniuses 2,2004-08-27,2.807
2010-06-09,Uma Cavaleira Em Camelot,,24793,A Knight in Camelot,1998-11-08,5.5
2010-06-08,A Filha Do Presidente,,13969,First Daughter,2004-09-24,6.144
2010-05-27,Twister,,664,Twister,1996-05-10,6.468
2010-04-27,Lado A Lado,,1009437,Lado a Lado,2022-12-31,0.0
2010-06-01,O Outro Eu,,355196,I Dream in Another Language,2017-07-28,7.881
2010-07-01,Demolidor: O Homem Sem Medo,,9480,Daredevil,2003-02-14,5.247
2010-07-05,O Diário Da Princesa 2,,11130,The Princess Diaries 2: Royal Engagement,2004-08-06,6.674
2010-06-30,O Auto Da Compadecida,,40096,A Dog's Will,2000-09-15,8.389
2010-07-09,O Amor É Cego,,9889,Shallow Hal,2001-11-01,6.151
2010-07-08,O Galinho Chicken Little,(inédito em TV aberta),9982,Chicken Little,2005-11-04,5.883
2010-07-12,Procurando Nemo,,12,Finding Nemo,2003-05-30,7.823
2010-07-13,Dr. Dolittle 3,,18843,Dr. Dolittle 3,2006-04-25,5.152
2010-07-14,Didi Quer Ser Criança,,255547,Didi Quer Ser Criança,2004-12-21,4.3
2010-07-16,Loucuras Na Idade Média,,11469,Black Knight,2001-11-21,5.375
2010-07-20,,,,,,
2010-07-15,Sonhadora,(inédito em TV aberta),827331,A incrível aventura das sonhadoras crianças Contra Lixeira Furada e Capitão Sujeira,2019-02-28,0.0
2010-07-23,O Inferno De Dante,,1011787,O Inferno de Dante,2021-01-01,0.0
2010-07-26,Tentação Fatal,,10342,Teaching Mrs. Tingle,1999-08-11,5.434
2010-07-27,Coração De Dragão,,8840,DragonHeart,1996-05-31,6.526
2010-08-02,O Cachorro Bombeiro,(inédito em TV aberta),10107,Firehouse Dog,2007-04-04,5.876
2010-08-04,Ciência Travessa,,698301,Wicked Science - The Movie,2006-03-07,10.0
2010-07-30,O Guardião 2: O Retorno Das Minas Do Rei Salomão,,14208,The Librarian: Return to King Solomon's Mines,2006-09-09,6.2
2010-07-22,Um Encontro Com Seu Ídolo!,,13476,Win a Date with Tad Hamilton!,2004-01-23,5.722
2010-07-29,"Felpudo, O Cão Enfeitiçado",,207451,The Shaggy Dog,1994-11-12,4.8
2010-07-28,A Bruxa Do Bem,(inédito em TV aberta),81033,The Good Witch's Family,2011-10-29,7.327
2010-08-03,,,,,,
2010-05-28,Regresso A Halloweentown,(inédito em TV aberta),34204,Return to Halloweentown,2006-10-20,6.674
2010-08-09,Um Príncipe Em Minha Vida 2: O Casamento Real,,15590,The Prince & Me 2: The Royal Wedding,2006-02-21,5.734
2010-08-12,Halloweentown: O Portal,,34560,Halloweentown High,2004-10-08,6.55
2010-08-05,Em Busca Do Coração De David,,258852,Searching for David's Heart,2004-11-21,6.7
2010-08-13,Zathura: Uma Aventura Espacial,,6795,Zathura: A Space Adventure,2005-11-06,6.401
2010-07-19,Resgate Abaixo De Zero,(inédito em TV aberta),9036,Eight Below,2006-02-17,6.98
2010-08-06,A Torre Do Terror,,43274,Tower of Terror,1997-10-26,6.4
2010-08-16,Cupido: A Magia Do Amor,(inédito em TV aberta),77235,You're So Cupid,2010-11-06,6.3
2010-08-18,Nossa Querida Babá,,49928,Au Pair,1999-08-22,5.852
2010-08-11,O Negócio É Fofoca,,77026,Campus Confidential,2005-08-21,5.3
2010-08-10,,,,,,
2010-08-19,Sequestro Por Engano,,23945,Carpool,1996-08-23,4.993
2010-08-23,O Pequeno Hércules,,74178,Little Hercules,2009-01-01,3.0
2010-08-24,A Boneca Que Virou Gente,,36968,Life-Size,2000-03-05,6.153
2010-08-26,Eloise No Plaza,,46806,Eloise at the Plaza,2003-01-01,6.069
2010-08-17,"As Aventuras De Hubert, O Cão Herdeiro",,136984,The Duke,1999-01-01,4.1
2010-08-30,Twitches: As Bruxinhas Gêmeas,,21481,Twitches,2005-10-14,6.754
2010-09-02,Difícil Decisão,,444526,Rock and a Hard Place,2017-03-27,6.2
2010-08-25,Ninguém Segura Esse Bebê,,11212,Baby's Day Out,1994-07-01,6.286
2010-08-20,Mudança De Hábito,,6279,Sister Act 2: Back in the Habit,1993-12-09,6.363
2010-09-01,O Príncipe E O Vira-Lata,,99754,The Pooch and the Pauper,2000-07-01,3.0
2010-09-09,,,,,,
2010-09-08,As Férias Da Família Robinson,,79738,Beverly Hills Family Robinson,1997-01-25,3.8
2010-09-06,High School Musical 2,,13649,High School Musical 2,2007-08-17,6.524
2010-09-07,A Grande Família: O Filme,,56049,A Grande Família: O Filme,2007-01-26,5.8
2010-09-10,Pisando Na Bola,,26441,The Big Green,1995-09-29,5.532
2010-09-15,Zoom: Academia De Super Heróis,,14113,Zoom,2006-08-11,5.342
2010-09-13,Aquamarine,,14191,Aquamarine,2006-03-03,6.385
2010-09-16,Outono Em Nova York,,10641,Autumn in New York,2000-08-11,6.072
2010-08-27,O Grande Desafio,,24767,Iron Will,1994-01-14,6.649
2010-08-31,Um Dia Especial,,7300,One Fine Day,1996-12-20,6.411
2010-09-14,O Pequeno Stuart Little,,10137,Stuart Little,1999-12-17,6.032
2010-09-17,Férias No Trailer,,9530,RV,2006-04-28,5.878
2010-09-03,Esqueceram De Mim 3,,9714,Home Alone 3,1997-12-12,5.267
2010-09-23,Presas No Subúrbio,,115626,Stuck in the Suburbs,2004-07-16,5.974
2010-07-21,Poderoso Joe,,39314,Mighty Joe Young,1949-07-27,6.448
2010-09-20,Os 102 Dálmatas,,10481,102 Dalmatians,2000-11-21,5.462
2010-09-29,Mudança De Comportamento,,71884,Model Behavior,2000-03-12,6.3
2010-09-21,ABC Do Amor,,708438,O ABC do Amor de Tim Maia,1995-01-01,0.0
2010-09-22,Xuxa Gêmeas,,268702,Xuxa Twins,2006-12-15,4.8
2010-09-30,Virada Radical,,10115,Stick It,2006-04-21,6.837
2010-09-24,Pequenos Espiões 3D,,12279,Spy Kids 3-D: Game Over,2003-07-25,5.09
2010-10-01,Bebês Em Ação,,409438,"Oh, Baby",2001-09-03,2.8
2010-09-27,Meu Tio Matou Um Cara,,77710,My Uncle Killed a Guy,2004-12-12,6.0
2010-10-04,De Repente 30,,10096,13 Going on 30,2004-04-13,6.723
2010-09-28,Madagascar,,953,Madagascar,2005-05-25,6.888
2010-10-07,Peter Pan: De Volta À Terra do Nunca,,16690,Return to Never Land,2002-02-14,6.484
2010-10-08,"George, O Rei Da Floresta 2",,26264,George of the Jungle 2,2003-08-18,4.401
2010-10-05,Evolução,,721306,New Works - Evolution of an Industry,1953-01-01,0.0
2010-10-13,As Namoradas Do Papai,,33689,It Takes Two,1995-11-17,6.47
2010-10-06,Brink!,,15043,Brink!,1998-08-28,6.215
2010-10-15,Barbie: Lago Dos Cisnes,,15016,Barbie of Swan Lake,2003-09-27,6.966
2010-10-18,Herbie: Meu Fusca Turbinado,,11451,Herbie Fully Loaded,2005-06-22,5.701
2010-10-20,Material Girls,,10118,Material Girls,2006-08-18,5.333
2010-10-19,Uma História De Luta,,122987,Going to the Mat,2004-03-24,6.889
2010-10-14,Karatê Dog,,42303,The Karate Dog,2004-05-05,4.689
2010-10-21,Nossa Querida Babá: O Conto De Fadas Continua,,80609,Au Pair II,2001-04-22,5.2
2010-10-25,Super Escola De Heróis,,11459,Sky High,2005-07-29,6.236
2010-10-26,,,,,,
2010-10-27,Os Irmãos Id &amp; Ota,,40688,Meet the Deedles,1998-03-27,4.4
2010-10-28,O Casamento Dos Meus Sonhos,,2018,The Wedding Planner,2001-01-26,5.9
2010-10-22,,,,,,
2010-11-01,Desventuras Em Série,,11774,Lemony Snicket's A Series of Unfortunate Events,2004-12-16,6.815
2010-10-29,Camp Rock,,13655,Camp Rock,2008-06-20,6.434
2010-11-03,Finn: Amigo Pra Cachorro,,55295,Finn on the Fly,2009-02-06,4.967
2010-11-04,Garota Boa De Bola,,18598,Her Best Move,2007-03-31,5.333
2010-11-08,S.O.S Do Amor,,27902,Love Wrecked,2005-11-01,5.126
2010-11-09,Kart Racer: Alta Velocidade,,54243,Kart Racer,2003-05-16,6.3
2010-11-11,"Didi, O Cupido Trapalhão",,243664,"Didi, o Cupido Trapalhão",2003-04-27,5.2
2010-11-10,American Mall,,25041,The American Mall,2008-08-11,5.4
2010-11-12,Ghost: Do Outro Lado Da Vida,,251,Ghost,1990-06-21,7.205
2010-11-15,O Caminho Para El Dorado,,10501,The Road to El Dorado,2000-03-31,7.245
2010-06-03,Tarzan,,37135,Tarzan,1999-06-18,7.4
2010-11-05,Táxi 2,,2332,Taxi 2,2000-03-25,6.229
2010-11-18,Mudança De Hábito 2: Mais Loucuras No Convento,,6279,Sister Act 2: Back in the Habit,1993-12-09,6.363
2010-11-22,Um Príncipe Em Minha Vida,,11137,The Prince & Me,2004-03-28,6.187
2010-11-16,Mamãe Saiu Com Um Vampiro,,92208,Mom's Got a Date with a Vampire,2000-10-13,5.7
2010-11-19,Cheque Em Branco,,13962,Blank Check,1994-02-11,5.8
2010-11-23,Twitches: As Bruxinhas Gêmeas 2,,46169,Twitches Too,2007-10-12,6.772
2010-11-25,Cãofusões,(exceto para o RJ - RJTV Especial: Rio Contra o Crime),160155,Life Is Ruff,2005-01-13,5.5
2010-11-30,"Bogus, Meu Amigo Secreto",,3587,Bogus,1996-09-06,5.8
2010-11-26,Natal Em Família,,955679,Noite Feliz - Um Natal Em Família,,10.0
2010-11-29,Confissões De Uma Adolescente Em Crise,,11132,Confessions of a Teenage Drama Queen,2004-02-17,5.58
2010-10-12,Irmão Urso 2,(inédito em TV aberta),10010,Brother Bear 2,2006-08-17,6.642
2010-11-24,Tainá 2: A Aventura Continua,,51186,Tainá 2 - A New Amazon Adventure,2004-12-12,4.4
2010-12-02,Good Burger,,14817,Good Burger,1997-07-25,6.006
2010-12-03,Aladdin E Os 40 Ladrões,,11238,Aladdin and the King of Thieves,1996-05-20,6.263
2010-12-01,Wendy Wu: A Garota Kung Fu,,61717,Wendy Wu: Homecoming Warrior,2006-06-16,6.161
2010-12-06,Belas E Mimadas,,24801,Cow Belles,2006-03-24,5.457
2010-12-08,Quebrando O Gelo,,1032412,Snow Day,2022-12-16,6.706
2010-12-10,O Príncipe Do Egito,,9837,The Prince of Egypt,1998-12-16,7.242
2010-12-13,Barbie Como Rapunzel,,15015,Barbie as Rapunzel,2002-10-01,7.004
2010-11-02,Tinker Bell: Uma Aventura No Mundo Das Fadas,(inédito em TV aberta),13179,Tinker Bell,2008-09-11,6.83
2010-12-09,Flicka,,14012,Flicka,2006-10-20,6.849
2010-12-14,Os Meninos Voadores,,20789,The Flyboys,2008-08-15,7.578
2010-12-07,Duas Vidas,,687248,Duas Vidas para Antonio Espinosa,2011-08-12,0.0
2010-12-15,As Aventuras De Pinocchio 2,,256075,The New Adventures of Pinocchio,1999-11-15,5.5
2010-12-23,O Homem Bicentenário,,2277,Bicentennial Man,1999-12-17,7.2
2010-12-16,O 13º Aniversário,,83965,The Thirteenth Year,1999-05-15,6.563
2010-12-17,Sobrevivendo Ao Natal,,15566,Surviving Christmas,2004-09-21,5.693
2010-12-27,Um Tira Muito Suspeito,,11001,Blue Streak,1999-09-17,6.462
2010-12-20,A Nova Onda Do Imperador 2: A Nova Onda Do Kronk,,13417,Kronk's New Groove,2005-12-05,6.392
2010-12-30,Operação Cupido,,199882,Operação Cupido,,7.7
2010-12-31,Tarzan E Jane,,13683,Tarzan & Jane,2002-06-24,6.001
2010-12-29,Johnny Tsunami: O Surfista Da Neve,,24020,Johnny Tsunami,1999-07-24,5.9
2010-12-21,Para Sempre Cinderella,,658150,Cinderella: After Ever After,2019-12-24,6.7
2009-01-06,Quase Feitos Um Para O Outro,,42424,Zeus & Roxanne,1997-01-24,5.309
2009-01-05,Uma Cavaleira Em Camelot,(inédito em TV aberta),24793,A Knight in Camelot,1998-11-08,5.5
2010-12-28,,,,,,
2009-01-07,As Férias Da Família Robinson,,79738,Beverly Hills Family Robinson,1997-01-25,3.8
2009-01-08,Turbo: Power Rangers 2,,6499,Turbo: A Power Rangers Movie,1997-03-27,5.8
2009-01-02,Poderoso Joe,,39314,Mighty Joe Young,1949-07-27,6.448
2009-01-01,Lizzie McGuire: Um Sonho Popstar,,18736,The Lizzie McGuire Movie,2003-05-02,6.3
2009-01-12,,,,,,
2009-01-13,High School Musical 2,,13649,High School Musical 2,2007-08-17,6.524
2009-01-09,A Incrível Jornada 2: Perdidos Em São Francisco,,25059,Homeward Bound II: Lost in San Francisco,1996-03-08,6.501
2009-01-16,Shredderman: Justiceiro Dos Nerds,,27353,Shredderman Rules,2007-06-09,5.3
2009-01-22,Kart Racer: Alta Velocidade,(somente para SP),54243,Kart Racer,2003-05-16,6.3
2009-01-14,Barbie Como Rapunzel,,15015,Barbie as Rapunzel,2002-10-01,7.004
2009-01-21,O Noviço Rebelde,,254384,O Noviço Rebelde,1997-12-25,4.6
2009-01-26,Mulan 2: A Lenda Continua,,12242,Mulan II,2004-11-03,6.483
2009-01-27,As Namoradas Do Papai,,33689,It Takes Two,1995-11-17,6.47
2009-01-28,Confissões De Uma Adolescente Em Crise,,11132,Confessions of a Teenage Drama Queen,2004-02-17,5.58
2009-01-29,O Caminho Para El Dorado,,10501,The Road to El Dorado,2000-03-31,7.245
2009-01-20,O Outro Eu,(exceto para SP - A Posse de Obama),355196,I Dream in Another Language,2017-07-28,7.881
2009-02-02,A Filha Do Presidente,,13969,First Daughter,2004-09-24,6.144
2009-01-15,Karatê Kid 4: A Nova Aventura,,11231,The Next Karate Kid,1994-07-18,5.328
2009-01-19,Jump In!,,13968,Jump In!,2007-01-12,6.284
2009-02-03,"Bogus, Meu Amigo Secreto",,3587,Bogus,1996-09-06,5.8
2009-01-30,"George, O Rei Da Floresta",,10603,George of the Jungle,1997-07-15,5.591
2009-01-23,Dr. Dolittle,,18843,Dr. Dolittle 3,2006-04-25,5.152
2009-02-04,"Bailey, Um Cão Que Vale Milhões",,44900,Bailey's Billion$,2005-08-05,6.0
2009-02-05,Operação Cupido,,199882,Operação Cupido,,7.7
2009-02-10,"Didi, O Cupido Trapalhão",,243664,"Didi, o Cupido Trapalhão",2003-04-27,5.2
2009-02-06,A Fuga Das Galinhas,,7443,Chicken Run,2000-06-23,6.748
2010-12-22,Um Natal Milionário,(inédito em TV aberta),14094,Christmas in Wonderland,2007-12-27,5.47
2009-02-09,MIB: Homens De Preto,,607,Men in Black,1997-07-02,7.181
