data,title,comments,year
07/09,Pocahontas: O Encontro De Dois Mundos ,(inédito em TV aberta),2006
08/09,Guerreiros Da Virtude,,2006
11/09,As Patrcinhas De Beverly Hills,,2006
12/09,Não Houve Exibição - Mundial De Basquete Feminino,,2006
13/09,Não Houve Exibição - Mundial De Basquete Feminino,,2006
14/09,Não Houve Exibição - Mundial De Basquete Feminino,,2006
15/09,Milionário Num Instante,,2006
18/09,,,2006
19/09,Crossroads: Amigas Para Sempre,,2006
20/09,Aprendiz De Feiticeiro,,2006
21/09,Sempre Amigos,,2006
22/09,Desafio Mortal,,2006
25/09,MIB: Homens De Preto 2,,2006
26/09,Superpai,,2006
27/09,Ace Ventura 2: Um Maluco Na África,,2006
28/09,Sabrina Vai A Roma,,2006
29/09,Um Príncipe Em Nova York,,2006
02/10,Encontro de Amor,,2006
03/10,Confusão Na Austrália,,2006
04/10,Vovôs Em Hollyrock,,2006
05/10,Good Burger,,2006
06/10,O Pestinha,,2006
09/10,Nossa Querida Babá,,2006
10/10,Não Houve Exibição - Amistoso Da Seleção: Brasil x Equador,,2006
11/10,Jogada De Mestre,,2006
12/10,Sinbad: A Lenda Dos Sete Mares ,(inédito em TV aberta),2006
13/10,As Aventuras De Pinocchio 2,,2006
16/10,O Pequeno Stuart Little,,2006
17/10,Lisbela E O Prisioneiro,,2006
18/10,Ghost: Do Outro Lado Da Vida,,2006
19/10,Foi Sem Querer,,2006
20/10,"Buffy, A Caça Vampiros",,2006
23/10,O Grande Mentiroso,,2006
24/10,Namorada De Aluguel,,2006
25/10,Minha Amiga Ursinha,,2006
26/10,Uma Escola Muito Doida,,2006
27/10,3 Ninjas Do Barulho,,2006
30/10,Para Sempre Cinderella,,2006
31/10,Um Caminho Para Dois,,2006
01/11,Curtindo A Vida Adoidado,,2006
02/11,Jesus,,2006
03/11,Barbie: Lago Dos Cisnes,,2006
06/11,Irmãos Gêmeos,,2006
07/11,Passe De Mágica,,2006
08/11,"Eddie, O Ídolo Pop",,2006
09/11,Só Você,,2006
10/11,O Trem Desgovernado (1999),,2006
13/11,Nossa Querida Babá: O Conto De Fadas Continua,,2006
14/11,American Ninja 5,,2006
15/11,Neve Pra Cachorro,,2006
16/11,As Novas Aventuras De Riquinho,,2006
17/11,Geração X,,2006
20/11,Velocidade Máxima 2,,2006
21/11,De Volta À Lagoa Azul,,2006
22/11,,,2006
23/11,Meu Primeiro Amor,,2006
24/11,Sabrina Na Austrália,,2006
27/11,X-Panzé,,2006
28/11,Crocodilo Dundee Em Hollywood,,2006
29/11,Pode-Me Chamar De Noel,,2006
30/11,"As Aventuras De Hubert, O Cão Herdeiro",,2006
01/12,Billy Madison: Um Herdeiro Bobalhão,,2006
04/12,Bud: O Cão Amigo,,2006
05/12,Milagre Na Rua 34,,2006
06/12,Bebês Geniais 2: Super Bebês,,2006
07/12,A Casa Mágica,,2006
08/12,Flubber: Uma Invenção Desmiolada,,2006
11/12,Motocross: A Aventura,,2006
12/12,O Encontro Do Natal,,2006
13/12,Rusty: O Grande Resgate,,2006
14/12,A Espada Era A Lei (1963) ,(inédito em TV aberta),2006
15/12,3 Ninjas Em Apuros,,2006
18/12,Meu Papai É Noel 2 ,(inédito em TV aberta),2006
19/12,Sempre Amigos,,2006
20/12,Barbie Em O Quebra Nozes,,2006
21/12,Shiloh: O Melhor Amigo,,2006
22/12,O Natal De Eloise,,2006
25/12,O Grinch (2000),,2006
26/12,O Príncipe Do Egito,,2006
27/12,Caçadoras De Aventuras,,2006
28/12,Um Craque Animal,,2006
29/12,Sem Licença Para Dirigir,,2006
03/01,Dr. Dolittle,,2005
04/01,Bebês Gênias,,2005
05/01,O Casamento Dos Trapalhões,,2005
06/01,O Príncipe Do Egito,,2005
07/01,Pequenos Guerreiros,,2005
10/01,Para Sempre Cinderella,,2005
11/01,Tainá: Uma Aventura na Amazônia,,2005
12/01,Titan,,2005
13/01,A Maldição Do Halloween,,2005
14/01,Top Dog: Uma Dupla Animal,,2005
17/01,Guerreiros Da Virtude,,2005
18/01,Xuxa E Os Trapalhões Em O Mistério De Robin Hood,,2005
19/01,O Gênio Do Videogame,,2005
20/01,A Princesa Encantada,,2005
21/01,Um Agente Muito Secreto,,2005
24/01,Os Batutinhas,,2005
25/01,Quase Feitos Um Para O Outro,,2005
26/01,,,2005
27/01,Blankman: Um Super-Herói Muito Atrapalhado,,2005
28/01,Police Story,,2005
31/01,Bebês Em Ação,,2005
01/02,A Casa Mágica,,2005
02/02,Hercule E Sherlock,,2005
03/02,Galgameth,,2005
04/02,Viajantes Do Futuro,,2005
07/02,Não Houve Exibição - Carnaval: Melhores Momentos dos Desfiles RJ,,2005
08/02,Não Houve Exibição - Carnaval: Melhores Momentos dos Desfiles RJ,,2005
09/02,Não Houve Exibição - Carnaval: Apuração RJ,,2005
10/02,Sabrina Vai À Roma,,2005
11/02,Heróis Muito Loucos,,2005
14/02,Meu Primeiro Amor,,2005
15/02,Billy Madison: Um Herdeiro Bobalhão,,2005
16/02,A Magia Das Fadas,,2005
17/02,Bingo: Esperto Pra Cachorro,,2005
18/02,O Retorno Da Família Addams,,2005
21/02,Babe: O Porquinho Atrapalhado,,2005
22/02,Difícil Decisão,,2005
23/02,Nosso Amigo Frankestein,,2005
24/02,O Dia De Folga Do Papai,,2005
25/02,Convenção Das Bruxas,,2005
28/02,Xuxa Popstar,,2005
01/03,Desafio Mortal,,2005
02/03,De Volta À Lagoa Azul,,2005
03/03,Ela É Demais,,2005
04/03,O Carro Desgovernado,,2005
07/03,Forças Do Destino,,2005
08/03,Power Rangers: O Filme,,2005
09/03,O Resgate De Lauren Mahone,,2005
10/03,Sem Sentido,,2005
11/03,Police Story 2: Codinome Radical,,2005
14/03,Um Tira Muito Suspeito,,2005
15/03,Dirty Dancing: Ritmo Quente,,2005
16/03,Um Ninja Da Pesada,,2005
17/03,Nossa Querida Babá,,2005
18/03,Hércules E As Amazonas,,2005
21/03,As Patricinhas De Beverly Hills,,2005
22/03,Air Bud Contra-Ataca,,2005
23/03,Gargantua,,2005
24/03,As Aventuras De Pinocchio,,2005
25/03,O Senhor Dos Milagres,,2005
28/03,Confusão Na Austrália,,2005
29/03,Geração X,,2005
30/03,Cachorro Atômico,,2005
31/03,Nas Profundezas Do Mar Sem Fim,,2005
01/04,Príncipe Guerreiro 3: O Olho Do Mal,,2005
04/04,Papa João Paulo II ,(especial - em homenagem ao Papa João Paulo II),2005
05/04,Napoleon: As Aventuras De Um Cãozinho Valente,,2005
06/04,Fuga De Atlântida,,2005
07/04,Um Maluco No Golfe,,2005
08/04,A Passagem,,2005
11/04,Ace Ventura 2: Um Maluco Na África,,2005
12/04,A Família Buscapé,,2005
13/04,O Hóspede Quer Bananas,,2005
14/04,O Peste,,2005
15/04,Aterrissagem De Alto Risco,,2005
18/04,Beethoven 2,,2005
19/04,O Paizão,,2005
20/04,Os Flintstones: O Filme,,2005
21/04,Barbie: Lago Dos Cisnes,,2005
22/04,O Homem Invisível,,2005
25/04,Babe: O Porquinho Atrapalhado Na Cidade,,2005
26/04,Ghost: Do Outro Lado Da Vida,,2005
27/04,Um Tira No Jardim De Infância,,2005
28/04,Olha Quem Está Falando Também,,2005
29/04,Os Picaretas,,2005
02/05,Caçadoras De Aventuras,,2005
03/05,Rusty: O Grande Resgate,,2005
04/05,Um Time Bom De Bola,,2005
05/05,Voltando Para Casa,,2005
06/05,O Jovem Hércules,,2005
09/05,3 Ninjas Do Barulho,,2005
10/05,O Príncipe Do Central Park,,2005
11/05,Air Bud: Uma Jogada Perfeita,,2005
12/05,Correndo Atrás,,2005
13/05,É Pura Sorte,,2005
16/05,O Pestinha,,2005
17/05,Coração De Dragão 2: Um Novo Começo,,2005
18/05,Meu Primeiro Amor: Parte 2,,2005
19/05,"As Aventuras De Hubert, O Cão Herdeiro",,2005
20/05,Busca Explosiva,,2005
23/05,"Buddy, Meu Gorila Favorito",,2005
24/05,Crocodilo Dundee Em Hollywood,,2005
25/05,Slappy E A Turma,,2005
26/05,"Simão, O Fantasma Trapalhão",,2005
27/05,Os Aventureiros Do Bairro Proibido,,2005
30/05,Foi Sem Querer,,2005
31/05,A Chave Mágica,,2005
01/06,Volta Por Cima,,2005
02/06,Amigos Para Sempre,,2005
03/06,A Família Addams,,2005
06/06,"Buffy, A Caça Vampiros",,2005
07/06,Construindo Uma Carreira,,2005
08/06,Jovens Bruxas,,2005
09/06,"Zamora, Um Amor De Gorila",,2005
10/06,Hércules Em Busca Do Reino Perdido,,2005
13/06,Outono Em Nova York,,2005
14/06,O Clube Das Babás,,2005
15/06,Não Houve Exibição - Copa Das Confederações FIFA Alemanha 2005,,2005
16/06,Não Houve Exibição - Copa Das Confederações FIFA Alemanha 2005: Brasil x Grécia,,2005
17/06,3 Ninjas Em Apuros,,2005
20/06,Um Ratinho Encrenqueiro,,2005
21/06,Dragões Para Sempre,,2005
22/06,Não Houve Exibição - Copa Das Confederações FIFA Alemanha 2005: Brasil x Japão,,2005
23/06,Ninguém Segura Esse Bebê,,2005
24/06,Alta Tensão,,2005
27/06,A Vida É Bela,,2005
28/06,Um Príncipe Em Nova York,,2005
29/06,Não Houve Exibição - Final da Copa Das Confederações FIFA Alemanha 2005: Brasil x Argentina,,2005
30/06,Ed: Um Macaco Muito Louco,,2005
01/07,Hércules Em Busca Do Reino Perdido,,2005
04/07,"Querida, Encolhi As Crianças",,2005
05/07,Shiloh 2: Amigos Para Sempre,,2005
06/07,O Noviço Rebelde,,2005
07/07,O Homem Da Casa,,2005
08/07,As Aventuras De Rocky &amp; Bullwinkle,,2005
11/07,Spirit: O Corcel Indomável,,2005
12/07,Pesos Pesados,,2005
13/07,Matilda,,2005
14/07,Duro De Agarrar,,2005
15/07,Se Meu Fusca Falasse,,2005
18/07,O Caminho Para El Dorado,,2005
19/07,O Mundo Fantástico De Oz,,2005
20/07,Pum! Emissão Impossível,,2005
21/07,A Princesa Xuxa E Os Trapalhões,,2005
22/07,As Tartarugas Ninja 3,,2005
25/07,Ace Ventura: Um Detetive Diferente,,2005
26/07,Três Solteirões E Uma Pequena Dama,,2005
27/07,Famoso Pra Cachorro,,2005
28/07,"Buffy, A Caça Vampiros",,2005
29/07,Meu Parceiro É Um Dinossauro,,2005
01/08,Jogada De Mestre,,2005
02/08,Duro De Espiar,,2005
03/08,Viagem Ao Centro Da Terra,,2005
04/08,A Cor Do Amor: A História De Jacey,,2005
05/08,"Sheena, A Rainha Da Selva",,2005
08/08,O Pestinha 3,,2005
09/08,No Mundo Dos Dragões,,2005
10/08,Amor Ou Amizade,,2005
11/08,O Milagre Dos Cães ,(inédito em TV aberta),2005
12/08,Guerra Biológica,,2005
15/08,Sabrina Na Austrália,,2005
16/08,Uma Aventura Selvagem,,2005
17/08,Não Houve Exibição - Amistoso Da Seleção: Brasil x Croácia,,2005
18/08,Tentação Fatal,,2005
19/08,Sem Licença Para Dirigir,,2005
22/08,Uma Babá Quase Perfeita,,2005
23/08,A Casa Maluca,,2005
24/08,Zamora: Um Amor De Gorila,,2005
25/08,Quebrando O Gelo,,2005
26/08,O Pentelho,,2005
29/08,"Querida, Estiquei O Bebê",,2005
30/08,Construindo Uma Carreira,,2005
31/08,Edward Mãos De Tesoura,,2005
01/09,Só Você,,2005
02/09,3 Ninjas Contra-Atacam,,2005
05/09,Tudo Por Amor,,2005
06/09,O Demônio Na Garrafa,,2005
07/09,Tainá: Uma Aventura Na Amazônia,,2005
08/09,Eloise No Plaza,,2005
09/09,Guerreiros De Fogo,,2005
12/09,A Lagoa Azul,,2005
13/09,Top Gang 2: A Missão,,2005
14/09,Vôo Da Fantasia,,2005
15/09,Pura Liberdade,,2005
16/09,Hércules E O Circulo De Fogo,,2005
19/09,Aracnofobia,,2005
20/09,Vivendo Um Conto De Fadas,,2005
21/09,D3: Nós Somos Os Campeões,,2005
22/09,Paulie: O Papagaio Bom De Papo,,2005
23/09,O Mestre Do Disfarce,,2005
26/09,Entrando Numa Fria,,2005
27/09,Projeto China 2,,2005
28/09,Coração De Dragão,,2005
29/09,Olha Quem Está Falando,,2005
30/09,O Pestinha 2,,2005
03/10,Bebês Geniais,,2005
04/10,American Ninja 5,,2005
05/10,Jogada De Mestre 2: Totalmente Radical,,2005
06/10,Um Conto Quase De Fadas,,2005
07/10,Falcão: O Campeão Dos Campeões,,2005
10/10,As Aventuras De Pinocchio 2,,2005
11/10,,,2005
12/10,Barbie Como Rapunzel,,2005
13/10,O Diário Da Princesa ,(inédito em TV aberta),2005
14/10,Turbo: Power Rangers 2,,2005
17/10,A Baleia Assassina,,2005
18/10,Feita Por Encomenda,,2005
19/10,Um Canguru Em Apuros,,2005
20/10,O Milagre Da Montanha,,2005
21/10,Double Dragon,,2005
24/10,Bud 3: Jogando Futebol,,2005
25/10,Uma Escola Muito Doida,,2005
26/10,A Família Addams 2 (1993),,2005
27/10,Uma Aventura Na América Selvagem,,2005
28/10,Top Gang: Ases Muito Loucos,,2005
31/10,O Grande Desafio,,2005
01/11,,,2005
02/11,Jesus,,2005
03/11,Um Verão Inesquecível,,2005
04/11,A Princesa Prometida,,2005
07/11,K-9: Um Policial Bom Pra Cachorro,,2005
08/11,O Rapto Do Menino Dourado,,2005
09/11,Nunca Fui Beijada,,2005
10/11,"Elvira, A Rainha Das Trevas",,2005
11/11,Hércules No Labirinto Do Minotauro,,2005
14/11,Júnior,,2005
15/11,"Beethoven, O Magnifico",,2005
16/11,"Meu Mestre, Minha Vida",,2005
17/11,Os Monstros Estão De Volta,,2005
18/11,O Sexto Homem,,2005
21/11,Olha Quem Está Falando Agora,,2005
22/11,Em Busca De Confusão,,2005
23/11,Cinderela Às Avessas,,2005
24/11,Bud 2: O Atleta De Ouro,,2005
25/11,Milionário Num Instante,,2005
28/11,Babe: O Porquinho Atrapalhado,,2005
29/11,Entrega Especial,,2005
30/11,,,2005
01/12,Viva! A Babá Morreu,,2005
02/12,Guerreiros De Virtude,,2005
05/12,As Aventuras De Max Keeble ,(inédito em TV aberta),2005
06/12,Good Burger,,2005
07/12,Bebês Em Ação,,2005
08/12,A Grande Aventura,,2005
09/12,As Novas Aventuras De Riquinho,,2005
12/12,FormiguinhaZ,,2005
13/12,Passe De Mágica,,2005
14/12,Suki Na Savana,,2005
15/12,Polícia Desmontada,,2005
16/12,Busca Explosiva,,2005
19/12,Pode-me Chamar De Noel,,2005
20/12,O Melhor De Todos Os Natais,,2005
21/12,Um Anjo Entre Nós,,2005
22/12,O Retorno De Prancer,,2005
23/12,Confusões No Natal,,2005
26/12,Asterix &amp; Obelix Contra Cesar,,2005
27/12,Nossa Querida Babá,,2005
28/12,A Casa Mágica,,2005
29/12,O Príncipe Do Egito,,2005
30/12,Um Craque Animal,,2005
01/01,Gasparzinho E Wendy,,2004
02/01,A Vida É Bela,,2004
05/01,O Grande Desafio,,2004
06/01,Ace Ventura: Um Detetive Diferente,,2004
07/01,Matilda,,2004
08/01,Xuxa E Os Trapalhões Em O Mistério De Robin Hood,,2004
09/01,Tubarão,,2004
12/01,Para Sempre Cinderella,,2004
13/01,O Casamento Dos Trapalhões,,2004
14/01,"Bingo, Esperto Pra Cachorro",,2004
15/01,As Namoradas Do Papai,,2004
16/01,Um Príncipe Em Nova York,,2004
19/01,O Príncipe Do Egito,,2004
20/01,Jogada De Mestre 2: Totalmente Radical,,2004
21/01,American Ninja 5,,2004
22/01,Pura Liberdade,,2004
23/01,Zoando Na TV,,2004
26/01,O Trapalhão E A Luz Azul,,2004
27/01,Projeto China 2: A Vingança,,2004
28/01,Guerreiros Da Virtude,,2004
29/01,Um Fugitivo Do Barulho,,2004
30/01,Meu Parceiro É Um Dinossauro,,2004
02/02,A Princesa Prometida,,2004
03/02,Cachorro Atômico,,2004
04/02,Sabrina Na Austrália,,2004
05/02,Curso De Verão,,2004
06/02,Blankman: Um Super-Herói Muito Atrapalhado,,2004
09/02,Os Batutinhas,,2004
10/02,Vice-Versa,,2004
11/02,Mong E Loide,,2004
12/02,A Pequena Espiã,,2004
13/02,Hércules E O Circulo De Fogo,,2004
16/02,O Rapto Do Menino Dourado,,2004
17/02,Hercule &amp; Sherlock ,(inédito em TV aberta),2004
18/02,Corra Que A Polícia Vem Aí,,2004
19/02,Surfe No Havaí,,2004
20/02,Police Story 2: Codinome Radical,,2004
23/02,Não Houve Exibição - Carnaval: Melhores Momentos dos Desfiles RJ,,2004
24/02,Não Houve Exibição - Carnaval: Melhores Momentos dos Desfiles RJ,,2004
25/02,Não Houve Exibição - Carnaval: Apuração RJ,,2004
26/02,Bebês Em Ação,,2004
27/02,Heck: Ninguém Segura Esse Cachorro,,2004
01/03,Orca: A Baleia Assassina,,2004
02/03,Nada Em Comum,,2004
03/03,Sem Licença Para Dirigir,,2004
04/03,Zamora,,2004
05/03,Fuga De Atlântica,,2004
08/03,Um Verão Inesquecível,,2004
09/03,Galgameth,,2004
10/03,Um Robô Em Curto-Circuito 2,,2004
11/03,Conta Comigo,,2004
12/03,É Para Sorte,,2004
16/03,O Jardim Secreto,,2004
17/03,Difícil Decisão,,2004
18/03,"Crianças, A Mamãe Saiu",,2004
19/03,Hércules E As Amazonas,,2004
22/03,Quase Feitos Um Para O Outro,,2004
23/03,O Cadillac Azul,,2004
24/03,Ed: Um Macaco Muito Louco,,2004
25/03,Um Salto Para A Felicidade,,2004
26/03,O Fantasma,,2004
29/03,Pequenos Guerreiros,,2004
30/03,Billy Madison: Um Herdeiro Bobalhão,,2004
31/03,Naufrágio No Pacífico,,2004
01/04,Uma Aventura Selvagem,,2004
02/04,O Homem Invisível (1975),,2004
05/04,O Pestinha,,2004
06/04,Geração X,,2004
07/04,Lassie,,2004
08/04,Lua De Cristal,,2004
09/04,"Maria, Filha De Seu Filho ",(último filme com a vinheta de 2000),2004
12/04,Ghost: Do Outro Lado Da Vida ,(primeiro filme com a vinheta de 2004),2004
13/04,As Patricinhas De Beverly Hills,,2004
14/04,O Gênio Do Videogame,,2004
15/04,Viagem Insólita,,2004
16/04,Police Story: A Guerra Das Drogas,,2004
19/04,Espião Por Engano,,2004
20/04,Passe De Mágica,,2004
21/04,K-9: Um Policial Bom Pra Cachorro,,2004
22/04,As Aparências Enganam,,2004
23/04,O Retorno Da Família Addams,,2004
26/04,Bebês Geniais,,2004
27/04,Slappy E A Turma,,2004
28/04,Não Houve Exibição - Amistoso Da Seleção: Brasil x Hungria,,2004
29/04,Não Tenho Troco,,2004
30/04,Hércules Em Busca Do Reino Perdido,,2004
03/05,Dirty Dancing: Ritmo Quente,,2004
04/05,O Pequeno Unicórnio,,2004
05/05,A Morte Do Incrível Hulk,,2004
06/05,Um Maluco No Golfe,,2004
07/05,Águia De Aço 3: Ases Do Céu,,2004
10/05,Um Tira No Jardim De Infância,,2004
11/05,Meu Primeiro Amor,,2004
12/05,O Carro Desgovernado,,2004
13/05,Sabrina Vai A Roma,,2004
14/05,Busca Explosiva,,2004
17/05,Confusão Na Austrália,,2004
18/05,Forças Do Destino,,2004
19/05,O Príncipe Do Central Park,,2004
20/05,Não Houve Exibição - Amistoso Da Seleção: Brasil x França,,2004
21/05,Jovem Hércules,,2004
24/05,O Peste,,2004
25/05,Não Houve Exibição - Amistoso Da Seleção: Brasil x Catalunha,,2004
26/05,A Magia Das Fadas,,2004
27/05,Dr. Hollywood: Uma Receita De Amor,,2004
28/05,A Ilha Da Garganta Cortada,,2004
31/05,O Mentiroso,,2004
01/06,3 Ninjas Contra-Atacam,,2004
02/06,A Casa Maluca,,2004
03/06,Convenção Das Bruxas,,2004
04/06,Quase Igual Aos Outros,,2004
07/06,Beethoven 2,,2004
08/06,O Grande Dragão Branco,,2004
09/06,Nossa Querida Babá,,2004
10/06,Gargantua,,2004
11/06,Double Dragon,,2004
14/06,O Resgate De Lauren Mahone,,2004
15/06,O Defensor,,2004
16/06,Sempre Amigos,,2004
17/06,Ela É O Diabo,,2004
18/06,Uma Loira Em Apuros,,2004
21/06,Tudo Por Amor,,2004
22/06,Volta Por Cima,,2004
23/06,Os Fantasmas Se Divertem,,2004
24/06,Patch Adams: O Amor É Contagioso,,2004
25/06,Duas Babás Nada Perfeitas,,2004
28/06,Um Tira Da Pesada 2,,2004
29/06,Voltando Para Casa,,2004
30/06,Meu Primeiro Amor: Parte 2,,2004
01/07,Uma Babá Quase Perfeita,,2004
02/07,Aterrissagem De Alto Risco,,2004
05/07,"Buddy, Meu Gorila Favorito",,2004
06/07,Os Aventureiros Do Bairro Proibido,,2004
07/07,Em Busca De Confusão,,2004
08/07,Quero Ser Grande,,2004
09/07,As Aventuras De Pinocchio,,2004
12/07,O Hóspede Quer Bananas,,2004
13/07,Barbie: Lago Dos Cisnes ,(inédito em TV aberta),2004
14/07,O Noviço Rebelde,,2004
15/07,A Chave Mágica,,2004
16/07,Rusty: O Grande Resgate,,2004
19/07,Napoleon: As Aventuras De Um Cãozinho Valente,,2004
20/07,Os Trapalhões E A Árvore Da Juventude,,2004
21/07,Final Fantasy,,2004
22/07,Polícia Desmontada,,2004
23/07,Power Rangers: O Filme,,2004
26/07,FormiguinhaZ,,2004
27/07,Eu Acredito Em Gnomos,,2004
28/07,Os Trapalhões E O Mágico De Oroz,,2004
29/07,A Malandrinha,,2004
30/07,As Tartarugas Ninja 3,,2004
02/08,A Família Buscapé,,2004
03/08,Caçadoras De Aventuras,,2004
04/08,Um Maluco Perdido No Espaço,,2004
05/08,Manequim: A Magia Do Amor,,2004
06/08,Nove Meses,,2004
09/08,O Paizão,,2004
10/08,Amigos Para Sempre,,2004
11/08,Construindo Uma Carreira,,2004
12/08,Dois Espiões E Um Bebê,,2004
13/08,Não Houve Exibição - Olimpíadas Atenas 2004,,2004
16/08,Corra Que A Polícia Vem Aí 2 1/2,,2004
17/08,Não Houve Exibição - Olimpíadas Atenas 2004,,2004
18/08,Não Houve Exibição - Olimpíadas Atenas 2004,,2004
19/08,Olha Quem Está Falando Também,,2004
20/08,Não Houve Exibição - Olimpíadas Atenas 2004,,2004
23/08,Não Houve Exibição - Olimpíadas Atenas 2004,,2004
24/08,Coração De Dragão 2: Um Novo Começo,,2004
25/08,Não Houve Exibição - Olimpíadas Atenas 2004,,2004
26/08,Não Houve Exibição - Olimpíadas Atenas 2004,,2004
27/08,Não Houve Exibição - Olimpíadas Atenas 2004,,2004
30/08,Zona De Perigo,,2004
31/08,Foi Sem Querer,,2004
01/09,Só Resta A Esperança,,2004
02/09,Nunca Fui Beijada,,2004
03/09,Os Flintstones: O Filme,,2004
06/09,Correndo Atrás,,2004
08/09,Não Houve Exibição - Amistoso Da Seleção: Brasil x Alemanha,,2004
09/09,A Cor Do Amor: A História Jacey,,2004
10/09,"Buffy, A Caça Vampiros",,2004
13/09,Amor Ou Amizade,,2004
14/09,O Pequeno Unicórnio,,2004
15/09,3 Trapalhões Da Pesada,,2004
16/09,"As Aventuras De Hubert, O Cão Herdeiro",,2004
17/09,Hércules No Labirinto Do Minotauro,,2004
20/09,Zona Mortal,,2004
21/09,Good Burger,,2004
22/09,Clonagem,,2004
23/09,Meu Sobrinho É Um Terror,,2004
24/09,Coração Leal,,2004
27/09,O Pentelho,,2004
28/09,Cinderela Às Avessas,,2004
29/09,Um Trapaceiro Genial,,2004
30/09,Duro De Agarrar,,2004
01/10,Jogada De Mestre,,2004
04/10,Congo,,2004
05/10,Vôo Da Fantasia,,2004
06/10,Famoso Pra Cachorro,,2004
07/10,Os Garotos Perdidos,,2004
08/10,O Milagre Na Montanha: A História Da Família Kincaid,,2004
11/10,Ninguém Segura Este Bebê,,2004
12/10,O Caminho Para El Dorado,,2004
13/10,Joey: Um Canguru Em Apuros,,2004
14/10,As Aventuras De Rocky &amp; Bullwinkle,,2004
15/10,Xuxa Requebra,,2004
18/10,Um Dia Especial,,2004
19/10,Top Gang 2: A Missão,,2004
20/10,Bilhete Premiado,,2004
21/10,Quebrando O Gelo,,2004
22/10,Elvira: A Rainha Das Trevas,,2004
25/10,Tentação Fatal,,2004
26/10,Turbo: Power Rangers 2,,2004
27/10,A Grande Aventura,,2004
28/10,O Sargento Trapalhão,,2004
29/10,A Maldição Do Halloween,,2004
01/11,O Pestinha 3,,2004
02/11,Jesus,,2004
03/11,Matilda,,2004
04/11,A Lagoa Azul,,2004
05/11,Sabrina Na Austrália,,2004
08/11,Velocidade Máxima 2,,2004
10/11,Feita Por Encomenda,,2004
11/11,Um Tira E Meio,,2004
12/11,Asterix &amp; Obelix Contra Cesar,,2004
15/11,Caramuru: A Invenção Do Brasil,,2004
16/11,The Wonders: O Sonho Não Acabou,,2004
17/11,Madeline,,2004
18/11,A Magia Das Águas,,2004
19/11,Jogada De Mestre 2: Totalmente Radical,,2004
22/11,MIB: Homens De Preto,,2004
23/11,Um Conto Quase De Fadas,,2004
24/11,Coração De Dragão,,2004
25/11,Olha Quem Está Falando Agora,,2004
26/11,Jumanji,,2004
29/11,Top Gang: Ases Muito Loucos,,2004
30/11,Vivendo Um Conto De Fadas,,2004
01/12,"Paulie, O Papagaio Bom De Papo",,2004
02/12,Entrega Especial,,2004
03/12,Orca: A Baleia Assassina,,2004
06/12,O Pestinha 2,,2004
07/12,A Princesa Prometida,,2004
08/12,O Natal Da Família Monstro,,2004
09/12,Um Verão Inesquecível,,2004
10/12,Turbo: Power Rangers 2,,2004
13/12,Barbie Como Rapunzel,,2004
14/12,Menino Maluquinho 2: A Aventura,,2004
15/12,Um Amor No Fim Do Ano,,2004
16/12,Shiloh: O Melhor Amigo,,2004
17/12,Um Fugitivo Do Barulho,,2004
20/12,O Papai Noel Trapalhão,,2004
21/12,O Retorno De Prancer,,2004
22/12,As Aventuras De Papai Noel,,2004
23/12,As Aventuras De Pinocchio 2,,2004
24/12,Pode-me Chamar De Noel,,2004
27/12,Gasparzinho: O Fantasminha Camarada,,2004
28/12,Anastasia (1997),,2004
29/12,O Sargento Trapalhão,,2004
30/12,Um Amigo Diferente,,2004
31/12,Não Houve Exibição - Corrida De São Silvestre,,2004
01/01,Não Houve Exibição - Posse Do Presidente Lula,,2003
02/01,Bud 3: Jogando Futebol,,2003
03/01,Um Verão Inesquecível,,2003
06/01,Um Fugitivo Do Barulho,,2003
07/01,Meus Amigos Dinossauros,,2003
08/01,Aladdin (1986),,2003
09/01,Muppets Do Espaço,,2003
10/01,O Pequeno Grande Time,,2003
13/01,O Trapalhão E A Luz Azul,,2003
14/01,Matilda,,2003
15/01,As Tartarugas Ninja 3,,2003
16/01,"Bingo, Esperto Pra Cachorro",,2003
17/01,Os Caça-Fantasmas 2,,2003
20/01,A Lagoa Azul,,2003
21/01,O Casamento Dos Trapalhões,,2003
22/01,Aprontando Em Alto-Mar,,2003
23/01,Conta Comigo,,2003
24/01,American Ninja 5,,2003
27/01,As Aparências Enganam,,2003
28/01,Quem Vê Cara Não Vê Coração,,2003
29/01,Curso De Verão,,2003
30/01,Um Salto Para A Felicidade,,2003
31/01,Lua De Cristal,,2003
03/02,Os Aventureiros Do Bairro Proibido,,2003
04/02,Um Robô Em Curto-Circuito 2,,2003
05/02,A Pequena Espiã,,2003
06/02,Sem Licença para Dirigir,,2003
07/02,"Buddy, Meu Gorila Favorito",,2003
10/02,Os Trapalhões Na Terra Dos Monstros,,2003
11/02,De Volta Para O Futuro 3,,2003
12/02,Quase Igual Aos Outros,,2003
13/02,O Anjo Da Guarda,,2003
14/02,Hércules E O Círculo De Fogo,,2003
17/02,Quase Feitos Um Para o Outro,,2003
18/02,Os Heróis Trapalhões: Uma Aventura Na Selva,,2003
19/02,"Tal Pai, Tal Filho",,2003
20/02,O Sargento Trapalhão,,2003
21/02,Meu Filho Das Selvas,,2003
24/02,O Homem Invisível,,2003
25/02,Um Dia A Casa Cai,,2003
26/02,Cachorro Atômico,,2003
27/02,Marujos Muito Loucos,,2003
28/02,Krull,,2003
