data,title,comments,year
10/01,Eragon,,2018
11/01,O Vale dos Cavaleiros,,2018
12/01,Epa! Cadê o Noé?,,2018
15/01,Transformers: O Lado Oculto da Lua,,2018
16/01,As Férias do Pequeno Nicolau,,2018
17/01,A Gangue Zip Zap,,2018
18/01,Rio,,2018
19/01,Aventura dos Sete Mares,,2018
22/01,Um Bom Partido,,2018
23/01,"Loucas Por Amor, Viciadas em Dinheiro",,2018
24/01,A Melhor Festa do Ano ,(inédito em TV aberta),2018
25/01,Detona Ralph,,2018
26/01,A Montanha Enfeitiçada (2009),,2018
29/01,Mansão Mal-Assombrada,,2018
30/01,A Estranha Vida de Timothy Green,,2018
31/01,Redescobrindo o Amor,,2018
01/02,Missão Quase Impossível,,2018
02/02,Do Outro Lado da Linha,,2018
05/02,Sorte No Amor,,2018
06/02,Treinando o Papai,,2018
07/02,Footloose: Ritmo Contagiante,,2018
08/02,Resgate Abaixo de Zero,,2018
09/02,Os Três Patetas (2012),,2018
12/02,Lara Croft: Tomb Raider,,2018
13/02,Não Houve Exibição - Carnaval Globeleza; Apuração SP | Homem-Aranha 2 ,(somente para o RJ),2018
14/02,Não Houve Exibição - Carnaval Globeleza: Apuração RJ,,2018
15/02,Meninas Malvadas,,2018
16/02,Click,,2018
19/02,Seefood: Um Peixe Fora D'Água,,2018
20/02,Uma Irmã na Minha Vida | Ducobu 2 ,(somente para as afiliadas da Globo),2018
21/02,Ghost: Do Outro Lado da Vida,,2018
22/02,Bebê de Outubro | Uma Família de Fantasmas ,(somente para as afiliadas da Globo),2018
23/02,Sexta-Feira Muito Louca | Um Amor de Cachorro ,(somente para as afiliadas da Globo),2018
26/02,O Terno de 2 Bilhões de Dólares,,2018
27/02,Jimmy: Um Elo de Amor | Vencendo Desafios ,(somente para as afiliadas da Globo),2018
28/02,Billy Stone e o Medalhão Mágico,,2018
01/03,Fazenda dos Cisnes  | Ramona e Beezus ,(inédito em TV aberta),2018
02/03,Todo Poderoso,,2018
05/03,17 Outra Vez,,2018
06/03,Como Não Esquecer Essa Garota | As Aventuras de Sharkboy e Lavagirl ,(somente para as afiliadas da Globo),2018
07/03,À Procura da Felicidade,,2018
08/03,Seu Desejo é uma Ordem | Arena dos Sonhos ,(somente para as afiliadas da Globo),2018
09/03,Imagine Só,,2018
12/03,A Filha do Chefe | A Bruxa do Bem ,(somente para as afiliadas da Globo),2018
13/03,Porta do Céu | A Casa Monstro ,(somente para as afiliadas da Globo),2018
14/03,Querem Acabar Comigo,,2018
15/03,O Casamento do Meu Melhor Amigo,,2018
16/03,Uma Garota Encantada,,2018
19/03,Antes de Partir | Arena dos Sonhos 2 ,(somente para as afiliadas da Globo),2018
20/03,De Repente 30,,2018
21/03,O Auto da Compadecida | Oddball e os Pinguins ,(somente para as afiliadas da Globo),2018
22/03,Um Cachorro Para Dois | Zoom: Academia de Super-Heróis ,(somente para as afiliadas da Globo),2018
23/03,Compramos um Zoológico,,2018
26/03,Entrando Numa Fria Maior Ainda | Material Girls ,(somente para as afiliadas da Globo),2018
27/03,Não Houve Exibição - Amistoso da Seleção: Brasil x Alemanha,,2018
28/03,Best Player: Guerreiros Virtuais,,2018
29/03,Mamãe: Operação Balada,,2018
30/03,Alvin e os Esquilos 2,,2018
02/04,Os Caras de Pau em O Misterioso Roubo do Anel | A Mansão Mágica ,(somente para as afiliadas da Globo),2018
03/04,Não Houve Exibição - Liga dos Campeões: Juventus x Real Madrid,,2018
04/04,Não Houve Exibição - Liga dos Campeões: Barcelona x Roma,,2018
05/04,Anjos da Vida: Mais Bravos Que o Mar | Em Busca do Baile ,(somente para as afiliadas da Globo),2018
06/04,Um Faz de Conta Que Acontece,,2018
09/04,A Inveja Mata,,2018
10/04,Não Houve Exibição - Liga dos Campeões: Roma x Barcelona,,2018
11/04,Não Houve Exibição - Liga dos Campeões: Real Madrid x Juventus,,2018
12/04,À Prova de Fogo | Cupido: A Magia do Amor ,(somente para as afiliadas da Globo),2018
13/04,A Super Agente,,2018
16/04,Maluca Paixão | Um Pestinha na Fazenda ,(somente para as afiliadas da Globo),2018
17/04,Mister Brau: O Filme ,"(inédito em TV aberta / exibição das três primeiras temporadas da série de mesmo nome, reeditados em formato de telefilme)",2018
18/04,"Seis Dias, Sete Noites | Piratas Pirados! ",(somente para as afiliadas da Globo),2018
19/04,Jogada Certa | Flicka 3 ,(somente para as afiliadas da Globo),2018
20/04,Férias no Trailer,,2018
23/04,Encontro de Amor | Bater ou Correr ,(somente para as afiliadas da Globo),2018
24/04,Não Houve Exibição - Liga dos Campeões: Liverpool x Roma,,2018
25/04,Não Houve Exibição - Liga dos Campeões: Bayern de Munique x Real Madrid,,2018
26/04,Doce Lar | Rádio Rebel ,(somente para as afiliadas da Globo),2018
27/04,Karatê Kid II: A Hora da Verdade Continua,,2018
30/04,Robôs,,2018
01/05,Não Houve Exibição - Liga dos Campeões: Real Madrid x Bayern de Munique,,2018
02/05,Não Houve Exibição - Liga dos Campeões: Roma x Liverpool,,2018
03/05,Cartas Para Deus | Fantasmas a Bordo ,(somente para as afiliadas da Globo),2018
04/05,Diário de um Banana 3: Dias de Cão,,2018
07/05,Dança Comigo? | Dr. Dolittle 5 ,(somente para as afiliadas da Globo),2018
08/05,Doze é Demais,,2018
09/05,Amor Por Acidente,,2018
10/05,Superando o Passado | Cãestronautas ,(somente para as afiliadas da Globo),2018
11/05,Encantada,,2018
14/05,Até Que a Sorte Nos Separe 2,,2018
15/05,Não Houve Exibição - Liga das Nações de Vôlei Feminino: Brasil x Alemanha,,2018
16/05,Não Houve Exibição - Liga das Nações de Vôlei Feminino: Brasil x Japão,,2018
17/05,Não Houve Exibição - Liga das Nações de Vôlei Feminino: Brasil x Sérvia,,2018
18/05,Você de Novo | Vencendo Desafios ,(somente para as afiliadas da Globo),2018
21/05,Noiva em Fuga,,2018
22/05,O Candidato (2013) | O Aluno Ducobu ,(somente para as afiliadas da Globo),2018
23/05,Um Dia Especial | Três Espiãs Demais: O Filme ,(somente para as afiliadas da Globo),2018
24/05,Um Caminho Para Dois | Uma Professora Muito Maluquinha ,(somente para as afiliadas da Globo),2018
25/05,As Viagens de Gulliver ,(reclassificado para Livre),2018
28/05,Não Houve Exibição - Cobertura Jornalística: Preparação do Fim da Greve dos Caminhoneiros,,2018
29/05,Não Houve Exibição - Cobertura Jornalística: Fim da Greve dos Caminhoneiros,,2018
30/05,Não Houve Exibição - Jornal Hoje Especial: Greve dos Caminhoneiros,,2018
31/05,X-Men: Primeira Classe,,2018
01/06,Não Houve Exibição - Liga das Nações de Vôlei Masculino: Brasil x Coreia do Sul,,2018
04 a ,06 - Não Houve Exibição - Vale a Pena Ver de Novo: Celebridade + Belíssima,,2018
11/06,Hitch: Conselheiro Amoroso,,2018
12/06,A Arte do Amor,,2018
13/06,O Céu é de Verdade,,2018
14/06,Miss Simpatia 2: Armada e Poderosa ,"(inédito na Globo, ex-SBT / exibição excepcionalmente mais cedo, após o Jornal Hoje)",2018
15/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Portugal x Espanha,,2018
18/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Tunísia x Inglaterra,,2018
19/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Rússia x Egito,,2018
20/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Irã x Espanha,,2018
21/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Argentina x Croácia,,2018
22/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Sérvia x Suíça,,2018
25/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Irã x Portugal | Bob Esponja: Um Herói Fora D'Água ,(inédito em TV aberta / somente para o AC),2018
26/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Nigéria x Argentina,,2018
27/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Sérvia x Brasil,,2018
28/06,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Inglaterra x Bélgica,,2018
29/06,As Aventuras de Pi ,"(exibição mais cedo, após o Jornal Hoje)",2018
02/07,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Bélgica x Japão,,2018
03/07,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Colômbia x Inglaterra,,2018
04/07,Homem-Aranha 3 ,"(exibição mais cedo, após o Jornal Hoje)",2018
05/07,Percy Jackson e o Ladrão de Raios ,"(exibição mais cedo, após o Jornal Hoje)",2018
06/07,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Brasil x Bélgica,,2018
09/07,X-Men 2 ,"(exibição mais cedo, após o Jornal Hoje)",2018
10/07,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: França x Bélgica,,2018
11/07,Não Houve Exibição - Copa do Mundo FIFA Rússia 2018: Croácia x Inglaterra,,2018
12/07,Os Três Mosqueteiros (2011) ,"(exibição mais cedo, após o Jornal Hoje)",2018
13/07,A Lenda do Tesouro Perdido: Livro dos Segredos ,"(exibição mais cedo, após o Jornal Hoje)",2018
16/07,Shrek Terceiro,,2018
17/07,A Montanha Enfeitiçada (2009),,2018
18/07,Mara e o Senhor do Fogo,,2018
19/07,As Aventuras de Sharkboy e Lavagirl,,2018
20/07,Acampamento do Papai,,2018
23/07,Super-Herói: O Filme,,2018
24/07,Alvin e os Esquilos 3 | Um Presente para Helen, (somente para o RJ),2018
25/07,O Diário da Princesa 2,,2018
26/07,Stardust: O Mistério da Estrela,,2018
27/07,O Fada do Dente,,2018
30/07,A Estranha Vida de Timothy Green,,2018
31/07,Não Houve Exibição - Reapresentação do Último Capítulo de Deus Salve o Rei,,2018
01/08,A Proposta (2009),,2018
02/08,Sempre Ao Seu Lado,,2018
03/08,O Amor é Cego,,2018
06/08,Uma Manhã Gloriosa,,2018
07/08,Divino Processo,,2018
08/08,Um Encontro Com Seu Ídolo,,2018
09/08,Querido John,,2018
10/08,Surpresa em Dobro,,2018
13/08,As Mil Palavras,,2018
14/08,Um Presente Para Toda a Vida,,2018
15/08,10 Coisas Que Eu Odeio em Você | Madagascar 3: Os Procurados, (somente para as afiliadas da Globo),2018
16/08,Confissões de uma Noiva,,2018
17/08,Um Bom Partido,,2018
20/08,Marley e Eu,,2018
21/08,Direito de Mãe,,2018
22/08,Uma Família em Apuros,,2018
23/08,O Namorado da Minha Namorada,,2018
24/08,Plano B (2010),,2018
27/08,A Vingança das Damas de Honra,,2018
28/08,Amor Plus Size,,2018
29/08,Como Agarrar Meu Ex-Namorado,,2018
30/08,O Impossível,,2018
31/08,Missão Quase Impossível,,2018
03/09,Vestida Para Casar,,2018
04/09,Força de Viver,,2018
05/09,Quando em Roma,,2018
06/09,Um Jardim Especial,,2018
07/09,Madagascar 2,,2018
10/09,Esposa de Mentirinha,,2018
11/09,Ondas da Vida,,2018
12/09,A Conselheira Amorosa,,2018
13/09,O Filho Eterno,,2018
14/09,Sexta-Feira Muito Louca,,2018
17/09,Treinando o Papai,,2018
18/09,Salvem Minha Filha!,,2018
19/09,Uma Boa Ação,,2018
20/09,De Repente Grávida | O Tempo e o Vento (2013), (Sessão da Tarde Especial / somente para o RS / primeiro filme da sessão com o selo +14),2018
21/09,Entrando Numa Fria Maior Ainda Com a Família,,2018
24/09,A Sogra ,"(inédito na Globo, ex-SBT)",2018
25/09,Não Houve Exibição - Reapresentação do Último Capítulo de Orgulho e Paixão,,2018
26/09,Uma Lição de Mãe,,2018
27/09,Sem Reservas,,2018
28/09,Segurança de Shopping,,2018
01/10,Querido Companheiro ,(inédito em TV aberta),2018
02/10,Meu Namorado Perfeito,,2018
03/10,Táxi (2004),,2018
04/10,Voltando a Sonhar,,2018
05/10,Click,,2018
08/10,Um Cachorro Para Dois,,2018
09/10,Que Horas Ela Volta?,,2018
10/10,Do Outro Lado da Linha,,2018
11/10,O Terno de 2 Bilhões de Dólares,,2018
12/10,Não Houve Exibição - Amistoso da Seleção: Brasil x Árabia Saudita,,2018
15/10,Detetives do Prédio Azul (D.P.A.): O Filme ,(inédito em TV aberta),2018
16/10,Não Houve Exibição - Amistoso da Seleção: Brasil x Argentina,,2018
17/10,Voando Para o Amor,,2018
18/10,Mamãe: Operação Balada,,2018
19/10,Lara Croft: Tomb Raider,,2018
22/10,Jogada Certa,,2018
23/10,Mamãe Precisa Casar,,2018
24/10,Uma Prova de Amor,,2018
25/10,Aromas e Sensibilidade,,2018
26/10,Tio Papi,,2018
29/10,Dança Comigo?,,2018
30/10,De Onde Eu Te Vejo ,(inédito em TV aberta),2018
31/10,Flores de Aço (2012),,2018
01/11,X-Men: O Filme ,(reclassificado para 12 anos),2018
02/11,O Último Mestre do Ar,,2018
05/11,Encontro de Amor,,2018
06/11,À Procura da Felicidade,,2018
07/11,Um Amor Verdadeiro (2014),,2018
08/11,Vitórias de uma Vida,,2018
09/11,Compramos um Zoológico,,2018
12/11,Antes de Partir,,2018
13/11,Um Amor à Altura ,(inédito em TV aberta),2018
14/11,Uma Folga Para Mamãe,,2018
15/11,Shrek Para Sempre,,2018
16/11,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",,2018
19/11,Eu Sou o Número Quatro,,2018
20/11,Por Água Abaixo,,2018
21/11,Uma Escolha de Mãe,,2018
22/11,Pare o Casamento!,,2018
23/11,De Repente 30,,2018
26/11,Meu Passado Me Condena: O Filme,,2018
27/11,Todo Poderoso,,2018
28/11,A Luta Por Um Ideal (2012),,2018
29/11,Noiva em Fuga,,2018
30/11,Meninas Malvadas ,(reclassificado para 12 anos),2018
03/12,O Melhor Amigo da Noiva,,2018
04/12,Lição de Vida,,2018
05/12,O Amor Não Tira Férias ,"(inédito na Globo, ex-RecordTV)",2018
06/12,Apenas Amigos,,2018
07/12,Roubo nas Alturas ,"(inédito na Globo, ex-RecordTV)",2018
10/12,MIB: Homens de Preto 3 ,"(exibição excepcionalmente mais cedo, após o Jornal Hoje)",2018
11/12,Quando os Anjos Cantam,,2018
12/12,Uma Garota Encantada,,2018
13/12,Aventura dos Sete Mares,,2018
14/12,O Reino Proibido,,2018
17/12,Como Treinar o Seu Dragão ,(início da temporada na Sessão da Tarde de Férias | exceto para o RJ - RJ2 Especial: Incêndio em Manguinhos),2018
18/12,Garoto-Formiga 2,,2018
19/12,O Bicho Vai Pegar 2,,2018
20/12,As Férias do Pequeno Nicolau,,2018
21/12,Alvin e os Esquilos 2,,2018
24/12,Ratatouille,,2018
25/12,A Bússola de Ouro ,"(exibição excepcionalmente mais cedo, após o Jornal Hoje)",2018
26/12,Os Smurfs 2,,2018
27/12,Descendentes,,2018
28/12,Shrek 2,,2018
31/12,Hotel Transilvânia,,2018
02/01,Diário de um Banana 3: Dias de Cão,,2017
03/01,Skylar: A Garota Destemida,,2017
04/01,Planeta 51,,2017
05/01,Rádio Rebel,,2017
06/01,Lara Croft: Tomb Raider,,2017
09/01,Eragon,,2017
10/01,A Menina E O Porquinho (2006),,2017
11/01,Garoto-Formiga 2,,2017
12/01,Os Sem-Floresta,,2017
13/01,As Crônicas De Nárnia: Principe Caspian,,2017
16/01,Transformers,,2017
17/01,A Espada De D'Artagnan ,(inédito em TV aberta),2017
18/01,Matilda,,2017
19/01,Zathura: Uma Aventura Espacial,,2017
20/01,Eu Sou O Número Quatro,,2017
23/01,Entrando Numa Fria Maior Ainda,,2017
24/01,As Crônicas De Spiderwick,,2017
25/01,Alvin E Os Esquilos,,2017
26/01,O Fada Do Dente 2,,2017
27/01,MIB: Homens De Preto 3,,2017
30/01,"Meu Nome É Taylor, Drilbit Taylor",,2017
31/01,O Besouro Verde,,2017
01/02,O Incrível Livro De Hipnotismo De Molly,,2017
02/02,A Fera,,2017
03/02,O Terno De 2 Bilhões De Dólares,,2017
06/02,Operação Babá,,2017
07/02,Mara E O Senhor Do Fogo,,2017
08/02,Meu Tio Matou Um Cara,,2017
09/02,"Espelho, Espelho Meu",,2017
10/02,Os Pinguins Do Papai,,2017
13/02,Marley &amp; Eu,,2017
14/02,2 Filhos De Francisco,,2017
15/02,Um Príncipe Em Minha Vida,,2017
16/02,Edward Mãos De Tesoura | Dr. Dolittle 4, (somente para as afiliadas da Globo),2017
17/02,Cada Um Tem A Gêmea Que Merece | Deu A Louca Na Branca De Neve, (somente para as afiliadas da Globo),2017
20/02,De Repente 30,,2017
21/02,Recém-Chegada,,2017
22/02,Uma Lição De Mãe,,2017
23/02,Você Não Pode Beijar A Noiva | Pinocchio 3000, (somente para as afiliadas da Globo),2017
24/02,Um Faz De Conta Que Acontece,,2017
27/02,Não Houve Exibição - Especial Oscar 2017,,2017
28/02,Não Houve Exibição - Carnaval Globeleza: Apuração SP | Vovó...Zona 2 ,(somente para o RJ),2017
01/03,Não Houve Exibição - Carnaval Globeleza: Apuração RJ,,2017
02/03,Encantada,,2017
03/03,Click,,2017
06/03,Jogada Certa | Cãestronautas, (somente para as afiliadas da Globo),2017
07/03,Encontro De Amor | O Golfinho: A História De Um Sonhador ,(somente para as afiliadas da Globo),2017
08/03,Não Houve Exibição - Liga dos Campeões: Barcelona x Paris Saint-Germain,,2017
09/03,A Lagoa Azul | Pequenos Invasores, (somente para o PE),2017
10/03,Segurança De Shopping | O Segredo Dos Animais, (somente para as afiliadas da Globo),2017
13/03,Licença Para Casar  | Projeto Jensen,"(inédito na Globo, ex-SBT)",2017
14/03,Voando Alto | Didi Quer Ser Criança, (somente para as afiliadas da Globo),2017
15/03,O Medalhão,,2017
16/03,Johnny | Inimigos De Infância, (somente para as afiliadas da Globo),2017
17/03,O Fada Do Dente | Vira-Lata ,(somente para as afiliadas da Globo),2017
20/03,Coincidências Do Amor | Robosapien: O Meu Melhor Amigo, (somente para as afiliadas da Globo),2017
21/03,Noivas Em Guerra | Snow Buddies: Uma Aventura No Gelo, (somente para as afiliadas da Globo),2017
22/03,Falando Grego | Best Player: Guerreiros Virtuais, (somente para as afiliadas da Globo),2017
23/03,A Filha Do Chefe | A Lady E O Lobo: O Bicho Tá Solto, (somente para as afiliadas da Globo),2017
24/03,Compramos Um Zoológico | Um Ratinho Encrenqueiro, (somente para as afiliadas da Globo),2017
27/03,Como Se Fosse A Primeira Vez | SeeFood: Um Peixe Fora D'Água, (somente para as afiliadas da Globo),2017
28/03,Castelos De Gelo (2010) | Meninas Malvadas 2, (somente para as afiliadas da Globo),2017
29/03,Programa De Proteção Para Princesas,,2017
30/03,Amor Às Escuras | Shiloh 3, (somente para as afiliadas da Globo),2017
31/03,O Mentiroso | Piratas Pirados!, (somente para as afiliadas da Globo),2017
03/04,O Melhor Amigo Da Noiva | Zack &amp; Cody: O Filme ,(somente para as afiliadas da Globo),2017
04/04,Um Grande Garoto | Perdido Pra Cachorro 3 ,(somente para as afiliadas da Globo),2017
05/04,"Mudança De Hábito 2: Mais Loucuras No Convento | Streetdance: Dois Mundos, Um Sonho", (somente para as afiliadas da Globo),2017
06/04,Sempre Ao Seu Lado | A Mansão Mágica, (somente para as afiliadas da Globo),2017
07/04,Missão Quase Impossível,,2017
10/04,Do Outro Lado Da Linha | Marley &amp; Eu 2: Filhote Encrenqueiro ,(somente para as afiliadas da Globo),2017
11/04,Não Houve Exibição - Liga dos Campeões: Juventus x Barcelona,,2017
12/04,Não Houve Exibição - Liga dos Campeões: Bayern de Munique x Real Madrid,,2017
13/04,Homem-Aranha 2,,2017
14/04,Epa! Cadê O Noé? ,(inédito em TV aberta),2017
17/04,A Herança De Mr. Deeds | FormiguinhaZ ,(somente para as afiliadas da Globo),2017
18/04,Não Houve Exibição - Liga dos Campeões: Real Madrid x Bayern de Munique,,2017
19/04,Não Houve Exibição - Liga dos Campeões: Barcelona x Juventus,,2017
20/04,As Viagens De Gulliver,,2017
21/04,Shrek 2,,2017
24/04,A Estranha Vida De Timothy Green | Os Flintstones: O Filme ,(somente para as afiliadas da Globo),2017
25/04,Recém-Casados | O Príncipe Do Egito, (somente para as afiliadas da Globo),2017
26/04,Sorte No Amor,,2017
27/04,Maluca Paixão | O Pestinha, (somente para as afiliadas da Globo),2017
28/04,Carros 2,,2017
01/05,Hotel Transilvânia,,2017
02/05,Não Houve Exibição - Liga dos Campeões: Real Madrid x Atlético de Madrid,,2017
03/05,Mamãe: Operação Balada | Ramona E Beezus ,(somente para as afiliadas da Globo),2017
04/05,A Força De Um Sonho | A Casa Monstro ,(somente para as afiliadas da Globo),2017
05/05,A Montanha Enfeitiçada (2009),,2017
08/05,Táxi (2004),,2017
09/05,Tá Todo Mundo Louco | O Salsicha Campeão, (somente para as afiliadas da Globo),2017
10/05,Não Houve Exibição - Liga dos Campeões: Atlético de Madrid x Real Madrid,,2017
11/05,Redescobrindo O Amor | Na Trilha Da Fama, (somente para as afiliadas da Globo),2017
12/05,Meninas Malvadas,,2017
15/05,Sem Reservas  | Ela É Demais,(inédito na Globo; ex-SBT),2017
16/05,Livres Como O Vento,,2017
17/05,"Amizade Inesperada | Querida, Encolhi As Crianças", (somente para as afiliadas da Globo),2017
18/05,O Casamento Do Meu Melhor Amigo | ABC Do Amor ,(somente para as afiliadas da Globo),2017
19/05,Três Ladrões E Um Bebê,,2017
22/05,Uma Família Em Apuros | Arthur E Os Minimoys, (somente para as afiliadas da Globo),2017
23/05,Minha Mãe Quer Que Eu Case | MIB: Homens De Preto 2, (somente para as afiliadas da Globo),2017
24/05,Tudo É Possível | Um Hotel Bom Pra Cachorro, (somente para as afiliadas da Globo),2017
25/05,O Diário Da Princesa,,2017
26/05,Motoqueiros Selvagens | Outback: Uma Galera Animal, (somente para as afiliadas da Globo),2017
29/05,O Amor É Cego,,2017
30/05,Além Da Sala De Aula,,2017
31/05,Footloose: Ritmo Contagiante | Uma Família De Fantasmas ,(somente para as afiliadas da Globo),2017
01/06,Em Meus Sonhos | Um Pestinha Na Fazenda, (somente para as afiliadas da Globo),2017
02/06,Sexta-Feira Muito Louca | Skyrunners ,(somente para as afiliadas da Globo),2017
05/06,O Bicho Vai Pegar,,2017
06/06,"Loucas Por Amor, Viciadas Em Dinheiro | Hanni &amp; Nanni ",(somente para as afiliadas da Globo),2017
07/06,Resgate Abaixo De Zero | Fantasmas A Bordo, (somente para as afiliadas da Globo),2017
08/06,A Feiticeira | Dr. Dolittle 5 ,(somente para as afiliadas da Globo),2017
09/06,O Paizão | O Aluno Ducobu, (somente para as afiliadas da Globo),2017
12/06,O Diário De Uma Babá | Flicka 3, (somente para as afiliadas da Globo),2017
13/06,Pai Por Acaso,,2017
14/06,Como Perder Um Homem Em 10 Dias | Uma Professora Muito Maluquinha, (somente para as afiliadas da Globo),2017
15/06,Gato De Botas,,2017
16/06,Quarteto Fantástico (2005),,2017
19/06,Treinando O Papai | Alvin E Os Esquilos, (somente para as afiliadas da Globo),2017
20/06,Superando O Passado | Cupido: A Magia Do Amor ,(somente para as afiliadas da Globo),2017
21/06,Mudança De Hábito | O Dragão Dourado, (somente para as afiliadas da Globo),2017
22/06,A Lenda De Longwood | Meu Primeiro Amor, (somente para as afiliadas da Globo),2017
23/06,Uma Garota Encantada,,2017
26/06,Todo Poderoso | O Diário De Tati ,(somente para as afiliadas da Globo),2017
27/06,Quase Casadas | Billy Stone E O Medalhão Mágico, (somente para as afiliadas da Globo),2017
28/06,Meu Pé De Laranja Lima (2012) | O Garoto Invisível (2014), (somente para as afiliadas da Globo),2017
29/06,Uma Aventura Animal (2013) | Ducobu 2, (somente para as afiliadas da Globo),2017
30/06,Imagine Só,,2017
03/07,Uma Noite No Museu,,2017
04/07,Não Houve Exibição - Liga Mundial de Vôlei Masculino: Brasil x Canadá,,2017
05/07,O Bicho Vai Pegar 3,,2017
06/07,Não Houve Exibição - Liga Mundial de Vôlei Masculino: Brasil x Rússia,,2017
07/07,Não Houve Exibição - Liga Mundial de Vôlei Masculino: Brasil x Estados Unidos,,2017
10/07,Ratatouille,,2017
11/07,Lagoa Azul: O Despertar,,2017
12/07,Alvin E Os Esquilos 2,,2017
13/07,Hanni &amp; Nanni 2,,2017
14/07,Pequenos Espiões 4,,2017
17/07,A Super Agente,,2017
18/07,As Aventuras De Sharkboy E Lavagirl,,2017
19/07,Lara Croft: Tomb Raider,,2017
20/07,Não Houve Exibição - Grand Prix de Vôlei Feminino: Brasil x Bélgica,,2017
21/07,Não Houve Exibição - Grand Prix de Vôlei Feminino: Brasil x Holanda,,2017
24/07,Viagem Ao Centro Da Terra: O Filme ,"(inédito na Globo, ex-SBT)",2017
25/07,Shrek Terceiro,,2017
26/07,Quarteto Fantástico E O Surfista Prateado,,2017
27/07,Madagascar,,2017
28/07,Homem-Aranha (2002),,2017
31/07,As Férias Da Minha Vida,,2017
01/08,Coração De Cavaleiro | A Bruxa Do Bem, (somente para as afiliadas da Globo),2017
02/08,Uma Manhã Gloriosa,,2017
03/08,O Auto Da Compadecida | Material Girls, (somente para as afiliadas da Globo),2017
04/08,Super-Herói: O Filme,,2017
07/08,Não Houve Exibição - Troféu Joan Gamper: Barcelona x Chapecoense,,2017
08/08,Não Houve Exibição - Supercopa da Europa: Real Madrid x Manchester United,,2017
09/08,Doze É Demais,,2017
10/08,Aromas E Sensibilidade | Projeto Jensen, (somente para as afiliadas da Globo),2017
11/08,Os Caras De Pau Em O Misterioso Roubo Do Anel | Dr. Dolittle 4 ,(somente para as afiliadas da Globo),2017
14/08,Vestida Para Casar | Meu Primeiro Amor: Parte 2 ,(somente para as afiliadas da Globo),2017
15/08,Salvem Minha Filha!,,2017
16/08,Uma Folga Para Mamãe,,2017
17/08,"Um Jardim Especial  | Streetdance: Dois Mundos, Um Sonho",(inédito em TV aberta),2017
18/08,Se Eu Fosse Você 2 | De Volta Para Casa (2012), (somente para as afiliadas da Globo),2017
21/08,Compramos Um Zoológico | O Príncipe Do Egito, (somente para as afiliadas da Globo),2017
22/08,Doce Lar | O Vale Dos Cavaleiros ,(somente para as afiliadas da Globo),2017
23/08,Um Tira No Jardim De Infância,,2017
24/08,O Menino Da Porteira,,2017
25/08,Um Faz De Conta Que Acontece,,2017
28/08,Entrando Numa Fria Maior Ainda | Uma Família De Fantasmas ,(somente para as afiliadas da Globo),2017
29/08,Vida Roubada | Zoom: Academia De Super-Heróis ,(somente para as afiliadas da Globo),2017
30/08,Voando Alto,,2017
31/08,A Grande Vitória | Um Hotel Bom Pra Cachorro ,(somente para as afiliadas da Globo),2017
01/09,Marley &amp; Eu,,2017
04/09,A Filha Do Chefe,,2017
05/09,O Amor De Um Pai | Soltando Os Cachorros, (somente para as afiliadas da Globo),2017
06/09,Como Agarrar Meu Ex-Namorado,,2017
07/09,Os Smurfs,,2017
08/09,Diário De Um Banana 3: Dias De Cão,,2017
11/09,Você Não Pode Beijar A Noiva | A Lady E O Lobo: O Bicho Tá Solto, (somente para as afiliadas da Globo),2017
12/09,As 7 Regras Do Amor | O Diário De Tati ,(somente para as afiliadas da Globo),2017
13/09,Edward Mãos De Tesoura | Ela É Demais ,(somente para as afiliadas da Globo),2017
14/09,Na Trilha Da Fama,,2017
15/09,Vovó...Zona 2 | Um Pestinha Na Fazenda, (somente para as afiliadas da Globo),2017
18/09,A Fera,,2017
19/09,Palavras Do Coração | Cãestronautas ,(somente para as afiliadas da Globo),2017
20/09,De Repente 30,,2017
21/09,O Jogo Do Amor | Hanni &amp; Nanni ,(somente para as afiliadas da Globo),2017
22/09,O Medalhão ,(exceto para o RJ - RJTV Especial: Guerra na Rocinha),2017
25/09,Cada Um Tem A Gêmea Que Merece  | Três Espiãs Demais: O Filme ,(exceto para o RJ - Supercapítulo de Senhora do Destino),2017
26/09,Coincidências Do Amor,,2017
27/09,Divino Processo | Vira-Lata, (somente para as afiliadas da Globo),2017
28/09,O Amor Bate À Sua Porta | ABC Do Amor ,(somente para as afiliadas da Globo),2017
29/09,Os Sem-Floresta,,2017
