date,title,comments,release_year
2003-08-22,Volcano: A Fúria,,
2003-08-25,O Carro Desgovernado,,
2003-08-26,Super Controle Remoto,,
2003-08-27,O Dia De Folga Do Papai,,
2003-08-28,Voltando Para Casa,,
2003-08-29,Jovem Hércules,,
2003-09-01,Sabrina Vai A Roma,,
2003-09-02,Pelo Amor De Benji,,
2003-09-03,Pentathlon: Uma Disputa Mortal,,
2003-09-04,As Aparências Enganam,,
2003-09-05,O Peste,,
2003-09-08,"Gasparzinho, Como Tudo Começou",,
2003-09-09,Meu Primeiro Amor: Parte 2,,
2003-09-10,3 Ninjas Contra-Atacam,,
2003-09-11,Lembranças De Outra Vida,,
2003-09-12,Um Tira E Meio,,
2003-09-15,Nossa Querida Babá,,
2003-09-16,Feitiço Do Tempo,,
2003-09-17,Rusty: O Grande Resgate,,
2003-09-18,Três Trapalhões Da Pesada,,
2003-09-19,Alta Tensão,,
2003-09-22,Feita Por Encomenda,,
2003-09-23,Coração Leal,,
2003-09-24,Construindo Uma Carreira,,
2003-09-25,Good Burger,,
2003-09-26,Cocoon,,
2003-10-01,Só Resta A Esperança,,
2003-10-02,Meu Sobrinho É Um Terror,,
2003-10-03,O Julgamento Do Incrível Hulk,,
2003-10-06,Esqueceram De Mim 2: Perdido Em Nova York,,
2003-10-07,Napoleon: As Aventuras De Um Cãozinho Valente,,
2003-10-08,Turbo: Power Rangers 2,,
2003-10-09,"Buffy, A Caça Vampiros",,
2003-10-10,As Aventuras De Rocky &amp; Bullwinkle,,
2003-10-13,Ela É Demais,,
2003-10-14,Beethoven 2,,
2003-10-15,Uma Escola Muito Doida,,
2003-10-16,Presente De Grego,,
2003-10-17,A Família Addams,,1991
2003-10-20,Um Conto Quase De Fadas,,
2003-10-21,Karatê Kid: A Hora Da Verdade,,
2003-10-22,No Mundo Dos Dragões,,
2003-10-23,Amor Ou Amizade,(inédito em TV aberta),
2003-10-24,"Ladyhawke, O Feitiço De Áquila",,
2003-10-27,Olha Quem Está Falando Também,,
2003-10-28,Heróis Muito Loucos,,
2003-10-29,Duas Babás Nada Perfeitas,,
2003-10-30,Famoso Pra Cachorro,,
2003-10-31,De Volta Para O Futuro,,
2003-11-03,Um Dia Especial,,
2003-11-04,Viagem Ao Centro Da Terra,,
2003-11-05,"Elvira, A Rainha Das Trevas",,
2003-11-06,Benji,,
2003-11-07,Class Act: Alunos Muito Loucos,,
2003-11-10,Acertando As Contas Com Papai,,
2003-11-11,Só Você,,
2003-11-12,A Princesinha,,
2003-11-13,Shiloh: O Melhor Amigo,,
2003-11-14,The Wonders: O Sonho Não Acabou,,
2003-11-17,Foi Sem Querer,,
2003-11-18,Pura Liberdade,,
2003-11-19,Top Gang 2: A Missão,,
2003-11-20,Uma Lição De Coragem,,
2003-11-21,Joey: Um Canguru Em Apuros,,
2003-11-24,Coração De Dragão 2: Um Novo Começo,,
2003-11-25,"Hout: Dois Corações, Uma Só Batida",,
2003-11-26,"Paulie, O Papagaio Bom De Papo",,
2003-11-27,Vôo De Fantasia,,
2003-11-28,O Falcão Está À Solta,,
2003-12-01,Jogada De Mestre,,
2003-12-02,Madeline,,
2003-12-03,Armados E Perigosos,,
2003-12-04,O Natal Da Família Monstro,,
2003-12-05,A Grande Aventura,,
2003-12-08,Olha Quem Está Falando Agora,,
2003-12-09,A Princesa Xuxa E Os Trapalhões,,
2003-12-10,Quebrando O Gelo,,
2003-12-11,Scooby-Doo E Os Irmãos Pavor,,
2003-12-12,Top Gang 2:  A Missão,,
2003-12-15,Um Herói De Brinquedo,,
2003-12-16,Corra Que A Polícia Vem Aí 33 1/3: O Insulto Final,,
2003-12-17,Duro De Agarrar,,
2003-12-18,Anastasia,,1997
2003-12-19,O Reserva De Papai Noel,,
2003-12-22,"As Aventuras De Hubert, O Cão Herdeiro",,
2003-12-23,Entrega Especial,,
2003-12-24,Milagre Na Rua 34,,
2003-12-25,FormiguinhaZ,,
2003-12-26,Cocoon: O Regresso,,
2003-12-29,Titan,,
2003-12-30,"Sheena, A Rainha Da Selva",,
2002-01-01,Uma Babá Quase Perfeita,,
2002-01-02,Abracadabra,,
2002-01-03,"Paulie, O Papagaio Bom de Papo",,
2002-01-04,Batman,,
2002-01-07,Orca: A Baleia Assassina,,
2002-01-08,Top Gang 2: A Missão,,
2002-01-09,Caçadoras de Aventuras,,
2002-01-10,O Noviço Rebelde,,
2002-01-11,Turbo: Power Rangers 2,,
2002-01-14,Coração de Dragão,,
2002-01-15,Lua de Cristal,,
2002-01-16,As Aventuras de Chatran,,
2002-01-17,Double Dragon,,
2002-01-18,As Patricinhas de Beverly Hills,,
2002-01-21,Foi Sem Querer,,
2002-01-22,A Convenção das Bruxas,,
2002-01-23,Lassie,,
2002-01-24,Um Ninja da Pesada,,
2002-01-25,Sempre Amigos,,
2002-01-28,Power Rangers: O Filme,,
2002-01-29,Meu Filho das Selvas,,
2002-01-30,Esqueceram de Mim,,
2002-01-31,Surfistas Ninjas,,
2002-02-01,Bingo: Esperto pra Cachorro,,
2002-02-04,Tubarão 87: A Vingança,,
2002-02-05,As Aparências Enganam,,
2002-02-07,Conta Comigo,,
2002-02-08,Riquinho,,
2002-02-14,Ninguém Segura Este Bebê,,
2002-02-15,Um Vampiro no Brooklyn,,
2002-02-18,K-9: Um Policial Bom pra Cachorro,,
2002-02-19,As Namoradas do Papai,,
2002-02-20,Gargantua,,
2002-02-21,Surf no Havaí,,
2002-02-22,O Homem Invisível,,
2002-02-25,De Volta À Lagoa Azul,,
2002-02-26,Beethoven 2,,
2002-02-27,Ace Ventura: Um Detetive Diferente,,
2002-02-28,Porky's Contra-Ataca,,
2002-03-01,Acertando as Contas Com Papai,,
2002-03-04,King Kong,,1976
2002-03-05,A Família Buscapé,,
2002-03-06,O Peste,,
2002-03-07,Benji,,
2002-03-08,O Clube das Desquitadas,,
2002-03-11,O Pestinha 3,,
2002-03-12,O Jardim Secreto,,
2002-03-13,Top Gang: Ases Muito Loucos,,
2002-03-14,Um Hóspede do Barulho,,
2002-03-15,Showdown: A Hora de Vencer,,
2002-03-18,Um Príncipe em Nova York,,
2002-03-19,"Stargate: Herdeiros dos Deuses, Parte 1",,
2002-03-20,Ed: Um Macaco Muito Louco,,
2002-03-21,Um Verão Diferente,,
2002-03-22,Atração Explosiva,,
2002-03-25,Irmãos Gêmeos,,
2002-03-26,Os Monstros Estão de Volta,,
2002-03-27,Lembranças de Outra Vida,,
2002-03-28,A Malandrinha,,
2002-03-29,Jesus,,
2002-04-01,Quase Feitos Um para o Outro,,
2002-04-02,O Rapto do Menino Dourado,,
2002-04-03,Dois Pestinhas em Apuros,,
2002-04-04,Top Dog: Uma Dupla Animal,,
2002-04-05,Tubarão,,
2002-04-08,Meu Primeiro Amor,,
2002-04-09,Heck: Ninguém Segura Esse Cachorro,,
2002-04-10,Loucademia de Polícia 5: Missão Miami Beach,,
2002-04-11,Meu Pequeno Ladrão,,
2002-04-12,Terror na Montanha Russa,,
2002-04-15,Um Tira da Pesada 3,,
2002-04-16,"Batman, O Retorno",,
2002-04-17,O Grande Dragão Branco,,
2002-04-18,Um Tira e Meio,,
2002-04-19,Dragões para Sempre,,
2002-04-22,Corra Que a Polícia Vem Aí,,
2002-04-23,Comando Delta,,
2002-04-24,Uma Escola Muito Doida,,
2002-04-25,A Chave Mágica,,
2002-04-26,Curtindo a Vida Adoidado,,
2002-04-29,Guerreiros da Virtude,,
2002-04-30,Darkman: Vingança Sem Rosto,,
2002-05-01,Esqueceram de Mim 3,,
2002-05-02,American Ninja 5,,
2002-05-03,Aterrissagem de Alto Risco,,
2002-05-06,O Mentiroso,,
2002-05-07,Um Tira da Pesada,,
2002-05-08,Abracadabra,,
2002-05-09,Falcão: O Campeão dos Campeões,,
2002-05-13,Um Tira no Jardim de Infância,,
2002-05-14,De Volta Para Casa,,
2002-05-15,A História Sem Fim,,
2002-05-16,Duas Babás Nada Perfeitas,,
2002-05-17,Guerreiro Americano 3,,
2002-05-20,Pare! Senão Mamãe Atira,,
2002-05-21,O Gênio do Vídeo Game,,
2002-05-22,"Elvira, a Rainha das Trevas",,
2002-05-23,Em Busca de Confusão,,
2002-05-24,Alta Tensão,,
2002-05-27,O Anjo Malvado,,
2002-05-28,Congo,,
2002-05-29,Dirty Dancing: Ritmo Quente,,
2002-05-31,Pânico no Parque,,
2002-06-03,Amigos para Sempre,,
2002-06-04,O Carro Desgovernado,,
2002-06-05,Não Tenho Troco,,
2002-06-06,Três Trapalhões da Pesada,,
2002-06-07,Comando Estratégico,,
2002-06-10,Os Fantasmas Se Divertem,,
2002-06-11,A Incrível Jornada,,
2002-06-12,Um Dia Especial,,
2002-06-13,Mong &amp; Lóide,,
2002-06-14,Zona Mortal,,
2002-06-17,Olha Quem Está Falando Também,,
2002-06-18,Ela É o Diabo,,
2002-06-19,Clonagem,,
2002-06-20,Top Secret: Super Confidencial,,
2002-06-21,Avalanche,,
2002-06-24,O Hóspede Quer Bananas,,
2002-06-25,Tudo por Amor,,
2002-06-26,Coração Leal,,
2002-06-27,Corra Que a Polícia Vem Aí 33 1/3: O Insulto Final,,
2002-07-01,Meu Amigo Panda,,
2002-07-03,O Defensor,,
2002-07-04,Sabrina na Austrália,,
2002-07-05,Espião por Engano,,
2002-07-08,MIB: Homens de Preto,,
2002-07-10,Passe de Mágica,,
2002-07-11,Debi &amp; Lóide: Dois Idiotas em Apuros,,
2002-07-15,Os Trapalhões e a Árvore da Juventude,,
2002-07-16,Jovem Hércules,,
2002-07-17,Karatê Kid: A Hora da Verdade,,
2002-07-18,Nosso Amigo Frankenstein,,
2002-07-22,Um Tira da Pesada 2,,
2002-07-23,Rusty: O Grande Resgate,,
2002-07-24,Zoando na TV,,
2002-07-25,Viagem ao Mundo dos Sonhos,,
2002-07-26,O Fantasma,,
2002-07-29,Rocky IV,,
2002-07-30,Edward Mãos de Tesoura,,
2002-07-31,Meu Primeiro Amor: Parte 2,,
2002-08-01,Quero Ser Grande,,
2002-08-02,Príncipe Guerreiro 2,,
2002-08-05,A Família Addams 2,,
2002-08-06,O Falcão Está a Solta,,
2002-08-07,Uma Garota da Pesada,,
2002-08-08,O Milagre Veio do Espaço,,
2002-08-09,Um Diretor Contra Todos,,
2002-08-12,Free Willy 2: A Aventura Continua,,
2002-08-16,Karatê Kid 2: A Hora da Verdade Continua,,
2002-08-19,Uma Babá Quase Perfeita,,
2002-08-20,A Cura,,
2002-08-22,Um Trapaceiro Genial,,
2002-08-23,Um Ninja da Pesada,,
2002-08-26,Ace Ventura: Um Detetive Diferente,,
2002-08-27,As Patricinhas de Beverly Hills,,
2002-08-28,"Paulie, O Papagaio Bom de Papo",,
2002-08-29,Loucademia de Polícia 2: Primeira Missão,,
2002-08-30,Foi Sem Querer,,
2002-09-02,Sempre Amigos,,
2002-09-03,Sabrina Vai à Roma,,
2002-09-04,Billy Madison: Um Herdeiro Bobalhão,,
2002-09-05,A Convenção das Bruxas,,
2002-09-06,Super Controle Remoto,,
2002-09-09,Riquinho,,
2002-09-10,Double Dragon,,
2002-09-12,Alunos Muito Loucos,,
2002-09-13,Orca: A Baleia Assassina,,
2002-09-16,Coração de Dragão,,
2002-09-17,Meu Filho das Selvas,,
2002-09-18,Voando para Casa,,
2002-09-19,Uma Escola Muito Louca,,
2002-09-20,Mortal Kombat,,
2002-09-23,A Família Buscapé,,
2002-09-24,O Peste,,
2002-09-25,Caçadoras de Aventuras,,
2002-09-26,Nove Meses,,
2002-09-27,Gargantua,,
2002-09-30,Beethoven 2,,
2002-10-01,As Namoradas do Papai,,
2002-10-02,O Pestinha 3,,
2002-10-03,De Volta À Lagoa Azul,,
2002-10-04,K-9: Um Policial Bom pra Cachorro,,
2002-10-07,Bebês Geniais,,
2002-10-08,Turbo: Power Rangers 2,,
2002-10-09,3 Ninjas Contra-Atacam,,
2002-10-10,A Princesa Xuxa e Os Trapalhões,,
2002-10-11,Digimon: O Filme,,
2002-10-14,Nossa Querida Babá,,
2002-10-15,"Meu Mestre, Minha Vida",,
2002-10-16,Guerreiros da Virtude,,
2002-10-17,Lembranças de Outra Vida,,
2002-10-18,Um Príncipe em Nova York,,
2002-10-21,Acertando as Contas Com Papai,,
2002-10-22,Só Resta a Esperança,,
2002-10-23,Irmãos Gêmeos,,
2002-10-24,"Corina, Uma Babá Perfeita",,
2002-10-25,Um Tira e Meio,,
2002-10-28,King Kong,,1976
2002-10-29,Madeline,,
2002-10-30,O Rapto do Menino Dourado,,
2002-10-31,De Volta para o Futuro,,
2002-11-01,Dois Pestinhas em Apuros,,
2002-11-04,Presente de Grego,,
2002-11-05,Slappy e a Turma,,
2002-11-06,Heróis Muito Loucos,,
2002-11-07,A Princesinha,,
2002-11-08,Dr. Hollywood: Uma Receita de Amor,,
2002-11-11,Sabrina,,
2002-11-12,Voltando para Casa,,
2002-11-13,Um Conto Quase de Fadas,,
2002-11-14,No Mundo dos Dragões,,
2002-11-15,Dois Espiões e um Bebê,,
2002-11-18,Construindo Uma Carreira,,
2002-11-19,"Buffy, A Caça Vampiros",,
2002-11-20,Joey: Um Canguru em Apuros,,
2002-11-21,Viva! A Babá Morreu,,
2002-11-22,"Sheena, A Rainha da Selva",,
2002-11-25,Olha Quem Está Falando Agora,,
2002-11-26,Feita por Encomenda,,
2002-11-27,Bud 2: O Atleta de Ouro,,
2002-11-28,Uma Linda Condessa,,
2002-11-29,Crocodilo Dundee,,
2002-12-02,Top Gang 2: A Missão,,
2002-12-03,Um Amor no Fim do Ano,,
2002-12-04,Lassie,,
2002-12-05,Uma Fazenda do Barulho,,
2002-12-06,De Volta para o Futuro 2,,
2002-12-09,O Noviço Rebelde,,
2002-12-10,O Melhor de Todos os Natais,,
2002-12-11,Meu Sobrinho É Um Terror,,
2002-12-12,As Tartarugas Ninja 2: O Segredo de Ooze,,
2002-12-13,Famoso pra Cachorro,,
2002-12-16,Coração de Dragão 2: Um Novo Começo,,
2002-12-17,O Natal da Família Monstro,,
2002-12-18,Menino Maluquinho 2: A Aventura,,
2002-12-19,O Reserva do Papai Noel,,
2002-12-20,Barbie Em O Quebra Nozes,,
2002-12-23,A Incrível Jornada,,
2002-12-24,Papai Noel Trapalhão,,
2002-12-25,O Príncipe do Egito,,
2002-12-26,Uma Aventura Mágica,,
2002-12-27,Xuxa e Os Trapalhões em: O Mistério de Robin Hood,,
2002-12-30,Anastasia,,
2001-01-01,Coração de Dragão,,
2001-01-02,Os Goonies,,
2001-01-03,Mudança de Hábito,,
2001-01-04,O Incrível Monstro Trapalhão,,
2001-01-05,K-9: Um Policial Bom pra Cachorro,,
2001-01-08,Uma Babá Quase Perfeita,,
2001-01-09,Quero Ser Grande,,
2001-01-10,A Joia Do Nilo,,
2001-01-11,Karatê Kid: A Hora da Verdade,,
2001-01-12,Batman,,
2001-01-15,"A Volta Da Família Sol, Lá, Si, Dó",,
2001-01-16,Lembranças de Outra Vida,,
2001-01-17,Meu Pequeno Ladrão,,
2001-01-19,Unidos Para Vencer,,
2001-01-22,Central do Brasil,,
2001-01-23,Um Príncipe em Nova York,,
2001-01-24,Riquinho,,
2001-01-25,Desafio Mortal,,
2001-01-26,Os Trapalhões e a Árvore da Juventude,,
2001-01-29,Irmãos Gêmeos,,
2001-01-30,Jamaica Abaixo de Zero,,
2001-01-31,Os Fantasmas Se Divertem,,
2001-02-01,Memórias de Um Homem Invisível,,
2001-02-02,Os Trapalhões e o Mágico de Oroz,,
2001-02-05,Esqueceram de Mim 2: Perdido em Nova York,,
2001-02-06,Uma Família Quase Perfeita,,
2001-02-07,Naufrágio no Pacífico,,
2001-02-08,Falcão: O Campeão dos Campeões,,
2001-02-09,3 Ninjas,,
2001-02-12,Asteroide,,
2001-02-14,Um Verão Inesquecível,,
2001-02-15,Edward Mãos de Tesoura,,
2001-02-16,Que Garota! Que Noite!,,
2001-02-19,Babe: O Porquinho Atrapalhado,,
2001-02-20,As Namoradas do Papai,,
2001-02-21,Mudança de Hábito 2: Mais Loucuras no Convento,,
2001-02-22,O Rapto do Menino Dourado,,
2001-02-23,O Menino Maluquinho,,
2001-03-01,A Chave Mágica,,
2001-03-02,Guerreiros da Virtude,,
2001-03-05,Os Três Mosqueteiros,,1993
2001-03-06,A Família Addams 2,,
2001-03-07,Quem Vê Cara Não Vê Coração,,
2001-03-08,Joey: Um Canguru em Apuros,,
2001-03-09,Meus Vizinhos São Um Terror,,
2001-03-12,Mortal Kombat,,
2001-03-13,Free Willy 2: A Aventura Voltou,,
2001-03-14,Alta Tensão,,
2001-03-15,Karatê Kid 2: A Hora da Verdade Continua,,
2001-03-16,Um Conto Quase de Fadas,,
2001-03-19,A Malandrinha,,
2001-03-20,Os Goonies,,
2001-03-21,American Ninja 5,,
2001-03-22,Caçadoras de Aventuras,,
2001-03-23,Uma Garota Muito Especial,,
2001-03-26,O Mentiroso,,
2001-03-28,Pânico no Parque,,
2001-03-29,Um Dia a Casa Cai,,
2001-03-30,Slappy e a Turma,,
2001-04-02,O Clube das Desquitadas,,
2001-04-03,Capitão América,,
2001-04-04,Fugindo da Morte,,
2001-04-05,3 Ninjas da Pesada,,
2001-04-06,Corra Que a Polícia Vem Aí 33 1/3: O Insulto Final,,
2001-04-09,O Hóspede Quer Bananas,,
2001-04-10,Surfistas Ninjas,,
2001-04-11,Um Dia Especial,,
2001-04-12,A Incrível Jornada,,
2001-04-13,Jesus,,
2001-04-16,O Carro Desgovernado,,
2001-04-17,Dois Espiões e Um Bebê,,
2001-04-18,Os Descasados,,
2001-04-19,O Sargento Trapalhão,,
2001-04-20,Aterrissagem de Alto Risco,,
2001-04-23,"Dennis, O Pimentinha",,
2001-04-24,Top Gang 2: A Missão,,
2001-04-25,Eternamente Jovem,,
2001-04-26,A Viagem Infernal,,
2001-04-27,Duas Babás Nada Perfeitas,,
2001-04-30,Free Willy,,
2001-05-01,Uma Aventura do Zico,,
2001-05-02,Manequim: A Magia do Amor,,
2001-05-03,Aladdin,,1986
2001-05-04,Aprontado em Alto Mar,,
2001-05-07,Meu Primeiro Amor,,
2001-05-08,Dois Pestinhas em Apuros,,
2001-05-09,Um Sonho de Campeão,,
2001-05-10,Meu Amigo Panda,,
2001-05-11,Um Tira da Pesada,,
2001-05-14,As Aparências Enganam,,
2001-05-15,Double Dragon,,
2001-05-17,Abracadabra,,
2001-05-18,O Senhor Babá,,
2001-05-21,"Bingo, Esperto pra Cachorro",,
2001-05-22,Te Pego Lá Fora,,
2001-05-23,Curso de Verão,,
2001-05-24,Um Morto Muito Louco 2,,
2001-05-25,Crocodilo Dundee 2,,
2001-05-28,O Defensor,,
2001-05-29,Príncipe Guerreiro,,
2001-05-30,Rajada de Fogo,,
2001-05-31,Os Aventureiros do Bairro Proibido,,
2001-06-01,Máquina Mortífera 2,,
2001-06-04,Gargantua,,
2001-06-05,Um Vampiro no Brooklyn,,
2001-06-06,Reação em Cadeia,,
2001-06-07,Debi &amp; Lóide: Dois Idiotas em Apuros,,
2001-06-08,O Predador,,
2001-06-11,The Wonders: O Sonho Não Acabou,,
2001-06-12,Romeu &amp; Julieta,,
2001-06-13,"Morte, Amor e Traição",,
2001-06-14,Madre Tereza: Em Nome dos Pobres de Deus,,
2001-06-15,Menino Maluquinho 2: A Aventura,,
2001-06-18,Cocoon,,
2001-06-19,Stargate: Herdeiros dos Deuses Parte 1,,
2001-06-20,De Volta para o Futuro,,
2001-06-21,Pelotão em Apuros,,
2001-06-22,Aventureiros do Fogo,,
2001-06-28,O Homem Invisível,,
2001-07-02,O Noviço Rebelde,,
2001-07-03,A Convenção das Bruxas,,
2001-07-04,Duro de Agarrar,,
2001-07-05,Um Verão Inesquecível,,
2001-07-06,A Princesinha,,
2001-07-09,Um Hóspede do Barulho,,
2001-07-10,Power Rangers: O Filme,,
2001-07-11,Coração de Papel,,
2001-07-12,Ed: Um Macaco Muito Louco,,
2001-07-13,O Fantasma,,
2001-07-16,Esqueceram de Mim,,
2001-07-17,Showdown: A Hora de Vencer,,
2001-07-18,"Elvira, A Rainha das Trevas",,
2001-07-19,O Jardim Secreto,,
2001-07-20,Ninguém Segura Este Bebê,,
2001-07-23,Um Tira no Jardim de Infância,,
2001-07-24,Nove Meses,,
2001-07-25,Zoando Na TV,,
2001-07-26,Um Ninja da Pesada,,
2001-07-27,Foi Sem Querer,,
2001-07-30,Riquinho,,
2001-07-31,Em Terreno Selvagem,,
2001-08-01,Os Garotos Perdidos,,
2001-08-02,Coração Leal,,
2001-08-03,Napoleon: As Aventuras De Um Cãozinho Valente,,
2001-08-06,Heck: Ninguém Segura esse Cachorro,,
2001-08-07,"Corina, Uma Babá Perfeita",,
2001-08-08,Mong &amp; Loide,,
2001-08-10,"Buddy, Meu Gorila Favorito",,
2001-08-13,Beethoven 2,,
2001-08-14,Acertando as Contas Com Papai,,
2001-08-15,O Pestinha,,
2001-08-16,"Katie, Uma Garota da Pesada",,
2001-08-17,Um Verão Diferente,,
2001-08-20,Super Controle Remoto,,
2001-08-21,Um Príncipe em Nova York,,
2001-08-22,Porky's Contra-Ataca,,
2001-08-23,Showdown: A Hora de Vencer,,
2001-08-24,O Peste,,
2001-08-27,Ace Ventura: Um Detetive Diferente,,
2001-08-28,Billy Madison: Um Herdeiro Bobalhão,,
2001-08-29,De Volta À Lagoa Azul,,
2001-08-30,Uma Escola Muito Louca,,
2001-08-31,Os Fantasmas Se Divertem,,
2001-09-03,Congo,,
2001-09-04,Resgate Impossível,,
2001-09-05,Comando Para Matar,,
2001-09-06,As Namoradas do Papai,,
2001-09-07,O Pestinha 3,,
2001-09-10,Passageiro 57,,
2001-09-11,Mudança de Hábito 2: Mais Loucuras no Convento,(exibição interrompida pela cobertura do ataque as torres do World Trade Center),
2001-09-12,Loucademia de Polícia 4: O Cidadão Se Defende,,
2001-09-13,O Rapto do Menino Dourado,,
2001-09-14,K-9: Um Policial Bom pra Cachorro,,
2001-09-17,Babe: O Porquinho Atrapalhado,,
2001-09-18,A Vingança dos Nerds 3: A Nova Geração,,
2001-09-19,Lembranças de Outra Vida,,
2001-09-20,A Cura,,
2001-09-21,O Mentiroso,,
2001-09-24,Guerreiros da Virtude,,
2001-09-25,Shiloh: O Melhor Amigo,,
2001-09-26,Meu Pequeno Ladrão,,
2001-09-27,Uma Família Inesperada,,
2001-09-28,As Grandes Férias,,
2001-10-01,Quase Feitos Um para o Outro,,
2001-10-02,Meu Primeiro Amor,,
2001-10-03,Um Salto para a Felicidade,,
2001-10-04,O Carro Desgovernado,,
2001-10-05,Um Dia Especial,,
2001-10-08,"Simão, O Fantasma Trapalhão",,
2001-10-09,A Chave Mágica,,
2001-10-10,A Incrível Jornada,,
2001-10-11,Madeline,,
2001-10-12,Menino Maluquinho,,
2001-10-15,"Meu Mestre, Minha Vida",,
2001-10-16,"Joey, Um Canguru em Apuros",,
2001-10-17,Pânico no Parque,,
2001-10-18,Quase Igual aos Outros,,
2001-10-19,Um Tira da Pesada,,
2001-10-22,Shiloh: O Melhor Amigo,,
2001-10-23,Espião por Engano,,
2001-10-24,Diferente,,
2001-10-25,Frankenstein: O Sonho Não Acabou,,
2001-10-26,Aprontando em Alto-Mar,,
2001-10-29,Meu Sobrinho É Um Terror,,
2001-10-30,Curtindo a Vida Adoidado,,
2001-10-31,Admiradora Secreta,,
2001-11-01,A Casa Maluca,,
2001-11-02,Jesus,,
2001-11-05,Feito Cães &amp; Gatos,,
2001-11-06,Freejack: Os Imortais,,
2001-11-07,A Condenada,,
2001-11-08,Mestres do Universo,,
2001-11-09,A Vingança do Dragão,,
2001-11-12,Pare! Senão Mamãe Atira,,
2001-11-13,Quando O Amor Acontece,,
2001-11-14,O Anjo da Guarda,,
2001-11-16,Dirty Dancing: Ritmo Quente,,
2001-11-19,Zona Mortal,,
2001-11-20,Agora e Sempre,,
2001-11-21,Uma Aventura Selvagem,,
2001-11-22,Uma Vida Inesperada,,
2001-11-23,Uma Herança da Pesada,,
2001-11-26,Dragnet: Desafiando o Perigo,,
2001-11-27,Bill &amp; Ted: Dois Loucos no Tempo,,
2001-11-28,Sem Jeito para Morrer,,
2001-11-29,Inimigos Para Sempre,,
2001-11-30,Loucas Aventuras de Uma Família Americana na Europa,,
2001-12-03,Um Diretor Contra Todos,,
2001-12-04,Resgate Impossível,,
2001-12-05,A Família Addams 2,,
2001-12-07,Dois Espiões e Um Bebê,,
2001-12-10,Aluga-se Um Garoto,,
2001-12-11,Loucademia de Polícia 3: De Volta ao Treinamento,,
2001-12-12,Edward Mãos de Tesoura,,
2001-12-13,O Hóspede Quer Bananas,,
2001-12-14,O Defensor,,
2001-12-17,Um Amor no Fim do Ano,,
2001-12-18,O Atleta de Ouro,,
2001-12-19,Família de Aluguel,,
2001-12-20,O Natal da Família Monstro,,
2001-12-21,Olha Quem Está Falando Agora,,
2001-12-24,Um Natal Atribulado,,
2001-12-25,Barbie em O Quebra Nozes,,
2001-12-26,Rusty: O Grande Resgate,,
2001-12-27,Loucademia de Polícia 7: Missão Moscou,,
2001-12-28,O Incrível Robô,,
2000-01-03,Free Willy 2: A Aventura Continua,,
2000-01-04,O Máskara,,
2000-01-05,Abracadabra,,
2000-01-06,O Casamento dos Trapalhões,,
2000-01-07,Caçadoras de Aventuras,,
2000-01-10,Riquinho,,
2000-01-11,Quero Ser Grande,,
2000-01-12,Mudança de Hábito 2: Mais Loucuras no Convento,,
2000-01-13,A Família Addams,,
2000-01-14,Katie: Uma Garota da Pesada,,
2000-01-17,Mong &amp; Loide,,
2000-01-18,Em Terreno Selvagem,,
2000-01-19,Um Tira e Meio,,
2000-01-20,Power Rangers: O Filme,,
2000-01-21,A História Sem Fim,,
2000-01-24,Heck: Ninguém Segura Esse Cachorro,,
2000-01-26,A Guerra dos Biquínis,,
2000-01-27,As Tartarugas Ninja 3,,
2000-01-28,Um Verão Diferente,,
2000-01-31,O Hóspede Quer Bananas,,
2000-02-01,O Carro Desgovernado,,
2000-02-02,Menino Maluquinho,,
2000-02-03,Corra Que a Polícia Vem Aí 33 1/3: O Insulto Final,,
2000-02-04,Duro de Agarrar,,
2000-02-07,O Pestinha,,
2000-02-08,Showdown: A Hora de Vencer,,
2000-02-09,Meu Amigo Panda,,
2000-02-10,Surfistas Ninjas,,
2000-02-11,Nove Meses,,
2000-02-14,Free Willy,,
2000-02-15,Coração de Papel,,
2000-02-16,Meus Vizinhos São Um Terror,,
2000-02-17,O Milagre Veio do Espaço,,
2000-02-18,Lembranças de Outra Vida,,
2000-02-21,Jamaica Abaixo de Zero,,
2000-02-22,Top Gang 2: A Missão,,
2000-02-23,Te Pego Lá Fora,,
2000-02-24,Os Goonies,,
2000-02-25,Memórias de Um Homem Invisível,,
2000-02-28,Um Tira da Pesada,,
2000-02-29,O Grande Dragão Branco,,
2000-03-01,Um Verão Inesquecível,,
2000-03-02,Armados e Perigosos,,
2000-03-03,A Família Addams,,
2000-03-09,Os Três Mosqueteiros,,1993
2000-03-10,Quem Vê Cara Não Vê Coração,,
